term,freq,idf,logidf
godlik,51,311.294117647,5.74073818118
saint-cyr,20,793.8,6.67683154035
palazzi,18,882.0,6.78219205601
frum,25,635.04,6.45368798903
herrin,12,1323.0,7.18765716411
altai,57,278.526315789,5.62951254607
kellett,13,1221.23076923,7.10761445644
pre-tax,39,407.076923077,6.00900216777
university.,13,1221.23076923,7.10761445644
honeymoon,267,59.4606741573,4.0853151555
pre-tap,24,661.5,6.49450998356
afl,172,92.3023255814,4.52506933709
serous,19,835.578947368,6.72812483474
tame,353,44.9745042493,3.80609575697
moresbi,43,369.209302326,5.91136369821
suwon,12,1323.0,7.18765716411
a.h.,98,162.0,5.08759633523
kabyli,11,1443.27272727,7.2746685411
chair,2232,7.11290322581,1.9619104904
macht,49,324.0,5.78074351579
machu,21,756.0,6.62804137618
grappler,12,1323.0,7.18765716411
macha,14,1134.0,7.03350648429
larg,13389,1.18574949585,0.170375060606
macho,95,167.115789474,5.1186869223
machi,11,1443.27272727,7.2746685411
lare,25,635.04,6.45368798903
then-prim,36,441.0,6.08904487545
nestle-aland,12,1323.0,7.18765716411
roundworm,29,547.448275862,6.30526798392
trisha,53,299.547169811,5.70227190035
corazon,49,324.0,5.78074351579
antwerp,303,52.396039604,3.95883100839
burch,34,466.941176471,6.14620328929
ground,8034,1.97610156833,0.681125998984
operacion,13,1221.23076923,7.10761445644
cusack,78,203.538461538,5.31585498721
fakeri,13,1221.23076923,7.10761445644
bigam,17,933.882352941,6.83935046985
bharata,33,481.090909091,6.17605625244
bharati,46,345.130434783,5.84392241741
colgate-palmol,20,793.8,6.67683154035
stetson,67,236.955223881,5.46787119451
\sigma_num,13,1221.23076923,7.10761445644
skirmish,614,25.8566775244,3.25256888576
sublimin,74,214.540540541,5.3684987207
book|title=th,11,1443.27272727,7.2746685411
apron,139,114.215827338,4.73808988077
sorter,14,1134.0,7.03350648429
gilligan,70,226.8,5.42406857185
honduran,81,196.0,5.27811465923
biostatist,20,793.8,6.67683154035
meletius,13,1221.23076923,7.10761445644
gladius,12,1323.0,7.18765716411
government..,15,1058.4,6.9645136128
gamecub,58,273.724137931,5.61212080336
snatch,198,80.1818181818,4.38429678321
bye-by,20,793.8,6.67683154035
grossmann,11,1443.27272727,7.2746685411
ishida,26,610.615384615,6.41446727588
num.stat,26,610.615384615,6.41446727588
num.star,10,1587.6,7.36997872091
everlast,177,89.6949152542,4.49641408133
allevi,702,22.6153846154,3.11863040988
cordag,17,933.882352941,6.83935046985
messier,51,311.294117647,5.74073818118
multitrack,35,453.6,6.11721575241
wynn,229,69.327510917,4.23884181035
anshi,16,992.25,6.89997509166
maps.clim,24,661.5,6.49450998356
thackray,10,1587.6,7.36997872091
top-rat,74,214.540540541,5.3684987207
predict,3062,5.18484650555,1.64574023769
anglo-iraqi,15,1058.4,6.9645136128
ultra-orthodox,33,481.090909091,6.17605625244
tillamook,13,1221.23076923,7.10761445644
sponsorship,601,26.4159733777,3.27396887937
older,5847,2.71523858389,0.998879825727
blueshirt,13,1221.23076923,7.10761445644
saint-tropez,17,933.882352941,6.83935046985
stations.http,10,1587.6,7.36997872091
poultic,10,1587.6,7.36997872091
senum,21,756.0,6.62804137618
erden,13,1221.23076923,7.10761445644
bayonn,78,203.538461538,5.31585498721
latifolia,12,1323.0,7.18765716411
orff,34,466.941176471,6.14620328929
resolut,2767,5.73762197326,1.74704483412
.the,1020,15.5647058824,2.74500590762
wilco,36,441.0,6.08904487545
kimura,66,240.545454545,5.48290907188
ulli,10,1587.6,7.36997872091
ballpark,143,111.020979021,4.70971918364
trans-saharan,23,690.260869565,6.53706959797
koerner,20,793.8,6.67683154035
rain,2316,6.85492227979,1.92496697521
states.se,10,1587.6,7.36997872091
mercury-atla,13,1221.23076923,7.10761445644
ii-era,50,317.52,5.76054080847
s=num,18,882.0,6.78219205601
drove,1669,9.51228280407,2.25258389024
frewer,11,1443.27272727,7.2746685411
three-strip,14,1134.0,7.03350648429
busfield,11,1443.27272727,7.2746685411
locklear,16,992.25,6.89997509166
pivot,892,17.798206278,2.87909768132
witt,171,92.8421052632,4.5309002574
sarit,12,1323.0,7.18765716411
wito,10,1587.6,7.36997872091
with,15857,1.00119820899,0.00119749171339
witi,13,1221.23076923,7.10761445644
sarin,31,512.129032258,6.23857660942
carbon-contain,10,1587.6,7.36997872091
weidman,11,1443.27272727,7.2746685411
munda,27,588.0,6.3767269479
mundi,174,91.2413793103,4.51350851469
mundo,158,100.481012658,4.60996878088
thora,27,588.0,6.3767269479
natalia,133,119.368421053,4.78221468568
thorn,443,35.8374717833,3.57899404386
thorp,219,72.4931506849,4.28349208409
metamorph,83,191.277108434,5.25372320611
nors,330,48.1090909091,3.87347115944
anderton,38,417.789473684,6.03497765418
nora,211,75.2417061611,4.32070568043
nore,16,992.25,6.89997509166
nord,206,77.067961165,4.34468764511
norm,1405,11.2996441281,2.42477123214
ferid,12,1323.0,7.18765716411
destabil,258,61.5348837209,4.11960422898
shamsher,12,1323.0,7.18765716411
hebei,65,244.246153846,5.49817654401
hash,116,136.862068966,4.9189736228
ganda,16,992.25,6.89997509166
kravchuk,13,1221.23076923,7.10761445644
hast,628,25.2802547771,3.23002364743
heber,43,369.209302326,5.91136369821
gandi,31,512.129032258,6.23857660942
scythia,56,283.5,5.64721212317
plini,264,60.1363636364,4.09661471076
silva,365,43.495890411,3.77266646032
silvi,11,1443.27272727,7.2746685411
automata,59,269.084745763,5.59502637
learn,6835,2.32275054865,0.842752064745
bogu,35,453.6,6.11721575241
lesotho,96,165.375,5.10821562244
bogg,82,193.609756098,5.26584456664
bogi,78,203.538461538,5.31585498721
bogl,39,407.076923077,6.00900216777
bogo,10,1587.6,7.36997872091
portmanteau,125,127.008,4.8442500766
jalaluddin,15,1058.4,6.9645136128
non-pregn,11,1443.27272727,7.2746685411
sauci,18,882.0,6.78219205601
hornaday,13,1221.23076923,7.10761445644
vitruvius,56,283.5,5.64721212317
arashi,13,1221.23076923,7.10761445644
underus,26,610.615384615,6.41446727588
carry-on,21,756.0,6.62804137618
theroux,44,360.818181818,5.88837417998
carry-ov,21,756.0,6.62804137618
nisqual,13,1221.23076923,7.10761445644
swipe,67,236.955223881,5.46787119451
ainsi,22,721.636363636,6.58152136054
num.robinson,16,992.25,6.89997509166
simonson,39,407.076923077,6.00900216777
indo-greek,39,407.076923077,6.00900216777
krew,18,882.0,6.78219205601
kreb,80,198.45,5.29053717923
kree,16,992.25,6.89997509166
krei,34,466.941176471,6.14620328929
re-entri,114,139.263157895,4.93636536551
swordsmen,30,529.2,6.27136643224
.for,96,165.375,5.10821562244
cixi,27,588.0,6.3767269479
affix,272,58.3676470588,4.06676174761
affin,574,27.6585365854,3.31993441758
pineland,17,933.882352941,6.83935046985
borghes,33,481.090909091,6.17605625244
pre-renaiss,11,1443.27272727,7.2746685411
coulson,45,352.8,5.86590132413
allin,25,635.04,6.45368798903
matriarchi,21,756.0,6.62804137618
allia,10,1587.6,7.36997872091
denson,17,933.882352941,6.83935046985
overmountain,12,1323.0,7.18765716411
ewen,72,220.5,5.39589769489
abstrus,24,661.5,6.49450998356
pensamiento,11,1443.27272727,7.2746685411
koeman,11,1443.27272727,7.2746685411
kakuei,17,933.882352941,6.83935046985
earlier.th,10,1587.6,7.36997872091
pakistani-american,10,1587.6,7.36997872091
knx,11,1443.27272727,7.2746685411
tim,1932,8.21739130435,2.10625279913
tin,611,25.9836333879,3.25746685473
tio,18,882.0,6.78219205601
jake,459,34.5882352941,3.54351360384
ranum,28,567.0,6.34035930373
underbelli,48,330.75,5.801362803
jornal,19,835.578947368,6.72812483474
trotskyism,32,496.125,6.2068279111
flycatch,25,635.04,6.45368798903
tig,16,992.25,6.89997509166
verner,38,417.789473684,6.03497765418
northland,64,248.0625,5.51368073054
majd,10,1587.6,7.36997872091
flabbi,12,1323.0,7.18765716411
blackett,36,441.0,6.08904487545
tic,57,278.526315789,5.62951254607
saal,36,441.0,6.08904487545
hiatt,23,690.260869565,6.53706959797
beckmann,25,635.04,6.45368798903
graben,32,496.125,6.2068279111
ensenada,14,1134.0,7.03350648429
soliton,16,992.25,6.89997509166
kasha,11,1443.27272727,7.2746685411
figure-eight,13,1221.23076923,7.10761445644
sayaka,16,992.25,6.89997509166
kashi,26,610.615384615,6.41446727588
team-lead,16,992.25,6.89997509166
numidian,25,635.04,6.45368798903
kansa,1368,11.6052631579,2.45145871572
kansu,14,1134.0,7.03350648429
victor,2068,7.67698259188,2.03822657827
alix,37,429.081081081,6.06164590126
krise,11,1443.27272727,7.2746685411
krist,17,933.882352941,6.83935046985
kriss,10,1587.6,7.36997872091
apach,236,67.2711864407,4.20873200888
alexei,217,73.1612903226,4.29266646036
choi,111,143.027027027,4.96303361259
newkirk,17,933.882352941,6.83935046985
guetta,19,835.578947368,6.72812483474
wqed,10,1587.6,7.36997872091
census.t,135,117.6,4.76728903546
evolutionari,750,21.168,3.05249060737
staat,37,429.081081081,6.06164590126
anti-realist,12,1323.0,7.18765716411
archbishopr,95,167.115789474,5.1186869223
scorch,164,96.8048780488,4.57269738608
kebir,12,1323.0,7.18765716411
pareto,47,337.787234043,5.82241621219
cheong,21,756.0,6.62804137618
unnam,665,23.8736842105,3.17277677325
dudayev,15,1058.4,6.9645136128
leica,24,661.5,6.49450998356
lumen,96,165.375,5.10821562244
azteca,55,288.654545455,5.66523062867
cuatro,39,407.076923077,6.00900216777
y'know,13,1221.23076923,7.10761445644
diss,77,206.181818182,5.32875839205
amasya,16,992.25,6.89997509166
biondi,16,992.25,6.89997509166
biondo,13,1221.23076923,7.10761445644
nonprofession,13,1221.23076923,7.10761445644
aet,15,1058.4,6.9645136128
arbela,10,1587.6,7.36997872091
aea,18,882.0,6.78219205601
aec,59,269.084745763,5.59502637
aee,16,992.25,6.89997509166
aei,21,756.0,6.62804137618
aen,10,1587.6,7.36997872091
partick,15,1058.4,6.9645136128
particl,1008,15.75,2.75684036527
vahana,11,1443.27272727,7.2746685411
mnuma,18,882.0,6.78219205601
thyself,32,496.125,6.2068279111
one-hand,49,324.0,5.78074351579
jubayr,10,1587.6,7.36997872091
immedi,7826,2.02862254025,0.707357011133
fudan,23,690.260869565,6.53706959797
maclennan,18,882.0,6.78219205601
sc-num,19,835.578947368,6.72812483474
clearwat,121,131.20661157,4.87677326831
animatron,35,453.6,6.11721575241
battlegroup,30,529.2,6.27136643224
sanguin,47,337.787234043,5.82241621219
pietist,52,305.307692308,5.72132009532
pietism,28,567.0,6.34035930373
sprain,90,176.4,5.17275414357
incens,285,55.7052631579,4.02007463363
xanten,16,992.25,6.89997509166
incent,926,17.1447084233,2.84168957926
electrolysi,66,240.545454545,5.48290907188
hooligan,90,176.4,5.17275414357
lifeform,57,278.526315789,5.62951254607
panza,23,690.260869565,6.53706959797
peiper,16,992.25,6.89997509166
meissen,34,466.941176471,6.14620328929
latrun,12,1323.0,7.18765716411
sub-categori,31,512.129032258,6.23857660942
driveshaft,28,567.0,6.34035930373
tenuous,233,68.1373390558,4.22152536034
point-lik,21,756.0,6.62804137618
gasbag,10,1587.6,7.36997872091
hankey,22,721.636363636,6.58152136054
num-march,20,793.8,6.67683154035
tie-up,22,721.636363636,6.58152136054
all-caus,16,992.25,6.89997509166
tahirid,14,1134.0,7.03350648429
seligman,50,317.52,5.76054080847
evangelisch,24,661.5,6.49450998356
washabl,18,882.0,6.78219205601
nanticok,19,835.578947368,6.72812483474
overstretch,58,273.724137931,5.61212080336
washroom,30,529.2,6.27136643224
carriera,10,1587.6,7.36997872091
bebop,82,193.609756098,5.26584456664
merritt,158,100.481012658,4.60996878088
mangalor,36,441.0,6.08904487545
|date=jun,30,529.2,6.27136643224
parri,285,55.7052631579,4.02007463363
typescript,43,369.209302326,5.91136369821
goncharov,20,793.8,6.67683154035
cartographi,87,182.482758621,5.20665569525
taurin,13,1221.23076923,7.10761445644
taurid,20,793.8,6.67683154035
chandrayaan-num,10,1587.6,7.36997872091
aylesburi,33,481.090909091,6.17605625244
flawless,122,130.131147541,4.86854276917
magdeburg,96,165.375,5.10821562244
sprig,26,610.615384615,6.41446727588
rossio,13,1221.23076923,7.10761445644
rossii,11,1443.27272727,7.2746685411
twenty-year-old,26,610.615384615,6.41446727588
coal-bas,10,1587.6,7.36997872091
newsarama,44,360.818181818,5.88837417998
peremptori,30,529.2,6.27136643224
volleybal,624,25.4423076923,3.23641344553
semi-detach,58,273.724137931,5.61212080336
co-recipi,16,992.25,6.89997509166
hasegawa,22,721.636363636,6.58152136054
marinha,12,1323.0,7.18765716411
ccnum,15,1058.4,6.9645136128
rivka,12,1323.0,7.18765716411
runt,24,661.5,6.49450998356
rune,102,155.647058824,5.04759100062
rund,10,1587.6,7.36997872091
rung,137,115.883211679,4.75258288807
carruth,55,288.654545455,5.66523062867
nansen,41,387.219512195,5.9589917472
e.j.,12,1323.0,7.18765716411
motherwel,41,387.219512195,5.9589917472
hardrada,18,882.0,6.78219205601
radzinski,13,1221.23076923,7.10761445644
bilious,11,1443.27272727,7.2746685411
fuss,82,193.609756098,5.26584456664
fuse,829,19.1507840772,2.95234365877
al-hamawi,14,1134.0,7.03350648429
elman,20,793.8,6.67683154035
elmar,17,933.882352941,6.83935046985
impregn,218,72.8256880734,4.28806875111
nighi,24,661.5,6.49450998356
balliol,47,337.787234043,5.82241621219
sixx,13,1221.23076923,7.10761445644
ossetia,74,214.540540541,5.3684987207
sovereign,1315,12.0730038023,2.49097186929
walk-on,34,466.941176471,6.14620328929
torquemada,15,1058.4,6.9645136128
xxvi,123,129.073170732,4.86037945853
eye-catch,32,496.125,6.2068279111
one-foot,11,1443.27272727,7.2746685411
three-posit,12,1323.0,7.18765716411
anti-cler,97,163.670103093,5.0978528354
frus,10,1587.6,7.36997872091
oblivi,118,134.542372881,4.90187918944
palestra,13,1221.23076923,7.10761445644
dartmouth,223,71.1928251121,4.26539204244
p.numff,31,512.129032258,6.23857660942
alfa,115,138.052173913,4.92763168554
short-temp,27,588.0,6.3767269479
nina,356,44.595505618,3.79763308305
cofferdam,15,1058.4,6.9645136128
nevi'im,16,992.25,6.89997509166
handyman,25,635.04,6.45368798903
nino,121,131.20661157,4.87677326831
hhs,19,835.578947368,6.72812483474
web|titl,34,466.941176471,6.14620328929
dmitri,347,45.7521613833,3.82323903396
trang,32,496.125,6.2068279111
waqqa,11,1443.27272727,7.2746685411
ingold,10,1587.6,7.36997872091
dysregul,22,721.636363636,6.58152136054
burlingam,29,547.448275862,6.30526798392
overstreet,14,1134.0,7.03350648429
push-up,15,1058.4,6.9645136128
marco,847,18.7438016529,2.93086311925
mackillop,19,835.578947368,6.72812483474
hornung,19,835.578947368,6.72812483474
goeyvaert,17,933.882352941,6.83935046985
bnum+num,10,1587.6,7.36997872091
broadsword,18,882.0,6.78219205601
mankiewicz,55,288.654545455,5.66523062867
high-fructos,10,1587.6,7.36997872091
fargo,174,91.2413793103,4.51350851469
bittersweet,66,240.545454545,5.48290907188
kearn,51,311.294117647,5.74073818118
off-load,21,756.0,6.62804137618
h-num,77,206.181818182,5.32875839205
luminesc,41,387.219512195,5.9589917472
thankless,14,1134.0,7.03350648429
mathworld,22,721.636363636,6.58152136054
hsbc,100,158.76,5.06739362791
segrav,13,1221.23076923,7.10761445644
turko-mongol,13,1221.23076923,7.10761445644
friederich,12,1323.0,7.18765716411
janszoon,18,882.0,6.78219205601
mossadegh,13,1221.23076923,7.10761445644
arnheim,14,1134.0,7.03350648429
chopin,131,121.190839695,4.7973664907
rapproch,162,98.0,4.58496747867
dragster,10,1587.6,7.36997872091
seedorf,10,1587.6,7.36997872091
sandor,15,1058.4,6.9645136128
sandow,18,882.0,6.78219205601
sandov,90,176.4,5.17275414357
sandoz,18,882.0,6.78219205601
co-respond,13,1221.23076923,7.10761445644
num|publisher=th,10,1587.6,7.36997872091
oft-quot,28,567.0,6.34035930373
johansen,55,288.654545455,5.66523062867
vasilievich,15,1058.4,6.9645136128
long-drawn,11,1443.27272727,7.2746685411
metric,714,22.2352941176,3.10168085156
squatter,113,140.495575221,4.94517599519
carhart,17,933.882352941,6.83935046985
ahmanson,17,933.882352941,6.83935046985
europ,7870,2.01728081321,0.701750472492
eurod,20,793.8,6.67683154035
euroc,17,933.882352941,6.83935046985
\longrightarrow,16,992.25,6.89997509166
harar,57,278.526315789,5.62951254607
harav,15,1058.4,6.9645136128
haram,66,240.545454545,5.48290907188
longinus,39,407.076923077,6.00900216777
tpnum,13,1221.23076923,7.10761445644
selhurst,17,933.882352941,6.83935046985
aquif,161,98.6086956522,4.59115944892
palma,242,65.6033057851,4.18362608775
ruckman,14,1134.0,7.03350648429
omelet,17,933.882352941,6.83935046985
num-lin,47,337.787234043,5.82241621219
coluim,10,1587.6,7.36997872091
pyeongchang,14,1134.0,7.03350648429
num-lit,18,882.0,6.78219205601
songzhi,10,1587.6,7.36997872091
carjack,15,1058.4,6.9645136128
num.henri,20,793.8,6.67683154035
townsmen,30,529.2,6.27136643224
half-way,92,172.565217391,5.15077523685
copper-nickel,10,1587.6,7.36997872091
amchitka,16,992.25,6.89997509166
smock,29,547.448275862,6.30526798392
heraldo,13,1221.23076923,7.10761445644
mitter,15,1058.4,6.9645136128
evangelischen,10,1587.6,7.36997872091
acadia,68,233.470588235,5.45305610873
wallingford,48,330.75,5.801362803
dalarna,13,1221.23076923,7.10761445644
premotor,14,1134.0,7.03350648429
wentworth,151,105.139072848,4.65528397709
jr.,3510,4.52307692308,1.50919249744
anti-militari,10,1587.6,7.36997872091
\zeta,25,635.04,6.45368798903
mccracken,63,252.0,5.52942908751
abneg,10,1587.6,7.36997872091
abner,100,158.76,5.06739362791
afta,10,1587.6,7.36997872091
ulrika,20,793.8,6.67683154035
exact,4577,3.46864758575,1.24376477325
motherless,10,1587.6,7.36997872091
crosscountri,44,360.818181818,5.88837417998
fairi,464,34.2155172414,3.53267926168
winehous,33,481.090909091,6.17605625244
harland,52,305.307692308,5.72132009532
.jacob,13,1221.23076923,7.10761445644
hapless,71,223.605633803,5.40988393686
metalsmith,11,1443.27272727,7.2746685411
episode/sourc,11,1443.27272727,7.2746685411
lodgepol,22,721.636363636,6.58152136054
wolfowitz,22,721.636363636,6.58152136054
shennong,14,1134.0,7.03350648429
topol,13,1221.23076923,7.10761445644
physica,31,512.129032258,6.23857660942
kabataan,12,1323.0,7.18765716411
auflag,36,441.0,6.08904487545
harakat,10,1587.6,7.36997872091
evansvill,41,387.219512195,5.9589917472
annibal,29,547.448275862,6.30526798392
khalidi,24,661.5,6.49450998356
armani,47,337.787234043,5.82241621219
man-in-the-middl,14,1134.0,7.03350648429
etymonline.com,16,992.25,6.89997509166
hypo,12,1323.0,7.18765716411
delus,249,63.7590361446,4.15511091744
delux,271,58.5830258303,4.07044499302
delud,49,324.0,5.78074351579
delug,134,118.47761194,4.77472401395
inter-ethn,59,269.084745763,5.59502637
hibiscus,32,496.125,6.2068279111
tumulus,37,429.081081081,6.06164590126
lubelski,12,1323.0,7.18765716411
happold,11,1443.27272727,7.2746685411
undetermin,123,129.073170732,4.86037945853
nunzio,14,1134.0,7.03350648429
heylin,13,1221.23076923,7.10761445644
furrow,62,256.064516129,5.54542942886
tirpitz,43,369.209302326,5.91136369821
orlovski,10,1587.6,7.36997872091
|date=num-num-num,43,369.209302326,5.91136369821
communal,773,20.5381630013,3.02228476532
coelacanth,10,1587.6,7.36997872091
u.p,64,248.0625,5.51368073054
gaddafi,126,126.0,4.83628190695
shortcut,125,127.008,4.8442500766
u.c,25,635.04,6.45368798903
triga,10,1587.6,7.36997872091
truesdel,14,1134.0,7.03350648429
ill-fat,240,66.15,4.19192489056
medium-length,10,1587.6,7.36997872091
north.garden,10,1587.6,7.36997872091
teshuva,14,1134.0,7.03350648429
chattanooga,118,134.542372881,4.90187918944
lower-frequ,10,1587.6,7.36997872091
|locat,43,369.209302326,5.91136369821
popa,19,835.578947368,6.72812483474
plaudit,46,345.130434783,5.84392241741
adrien-mari,14,1134.0,7.03350648429
absurdum,34,466.941176471,6.14620328929
balkin,11,1443.27272727,7.2746685411
woodcarv,35,453.6,6.11721575241
martinair,13,1221.23076923,7.10761445644
wedekind,15,1058.4,6.9645136128
alpha-numer,12,1323.0,7.18765716411
delambr,12,1323.0,7.18765716411
milliard,16,992.25,6.89997509166
camera,1766,8.98980747452,2.19609143274
greco-turkish,45,352.8,5.86590132413
coastwis,11,1443.27272727,7.2746685411
harewood,40,396.9,5.98368435979
mcnaughton,25,635.04,6.45368798903
ifbb,16,992.25,6.89997509166
mikvah,16,992.25,6.89997509166
magnesia,34,466.941176471,6.14620328929
magnesit,13,1221.23076923,7.10761445644
cityscap,86,184.604651163,5.21821651765
times-dispatch,16,992.25,6.89997509166
glendon,11,1443.27272727,7.2746685411
spiderfan.org,15,1058.4,6.9645136128
north-holland,47,337.787234043,5.82241621219
supermodel,76,208.894736842,5.34183047362
jilt,25,635.04,6.45368798903
jill,378,42.0,3.73766961828
amato,37,429.081081081,6.06164590126
self-understand,22,721.636363636,6.58152136054
region.th,15,1058.4,6.9645136128
eurocentr,51,311.294117647,5.74073818118
amidala,10,1587.6,7.36997872091
ecuadorian,132,120.272727273,4.78976189132
feedlot,12,1323.0,7.18765716411
acupuncturist,14,1134.0,7.03350648429
milian,19,835.578947368,6.72812483474
carrha,18,882.0,6.78219205601
woe,234,67.8461538462,4.21724269855
malika,17,933.882352941,6.83935046985
faccio,10,1587.6,7.36997872091
supernova,136,116.735294118,4.75990892817
best-paid,11,1443.27272727,7.2746685411
tull,94,168.893617021,5.12926903163
catchal,18,882.0,6.78219205601
imbed,17,933.882352941,6.83935046985
honeyman,11,1443.27272727,7.2746685411
quantril,22,721.636363636,6.58152136054
zanla,12,1323.0,7.18765716411
eklund,21,756.0,6.62804137618
thalia,31,512.129032258,6.23857660942
hikmet,15,1058.4,6.9645136128
jnana,24,661.5,6.49450998356
distanc,4568,3.47548161121,1.24573306257
distant,1755,9.04615384615,2.202339678
ju-num,16,992.25,6.89997509166
restaurateur,67,236.955223881,5.46787119451
irresist,165,96.2181818182,4.56661834
ambrosiana,10,1587.6,7.36997872091
aphra,11,1443.27272727,7.2746685411
gorin,14,1134.0,7.03350648429
re-christen,15,1058.4,6.9645136128
junji,12,1323.0,7.18765716411
numhp,18,882.0,6.78219205601
goldfield,76,208.894736842,5.34183047362
unvoic,27,588.0,6.3767269479
cardboard,227,69.9383259912,4.24761379642
nonaka,10,1587.6,7.36997872091
timberwolv,59,269.084745763,5.59502637
traditionalist,328,48.4024390244,3.87955020552
schmuck,14,1134.0,7.03350648429
picardi,59,269.084745763,5.59502637
lipsia,10,1587.6,7.36997872091
sinew,49,324.0,5.78074351579
neuromodul,14,1134.0,7.03350648429
lefthand,13,1221.23076923,7.10761445644
nominalist,15,1058.4,6.9645136128
fodio,10,1587.6,7.36997872091
samara,69,230.086956522,5.43845730931
munson,57,278.526315789,5.62951254607
city-run,10,1587.6,7.36997872091
dual-carriageway,20,793.8,6.67683154035
beaun,11,1443.27272727,7.2746685411
rationalist,174,91.2413793103,4.51350851469
robertson,784,20.25,3.00815479355
mckinney,96,165.375,5.10821562244
rook,75,211.68,5.35507570037
roon,20,793.8,6.67683154035
rood,59,269.084745763,5.59502637
roof,1683,9.43315508021,2.24423061971
roop,25,635.04,6.45368798903
innocu,71,223.605633803,5.40988393686
galician,139,114.215827338,4.73808988077
gator,61,260.262295082,5.56168994973
num.bennett,11,1443.27272727,7.2746685411
hypnotherapist,11,1443.27272727,7.2746685411
uppsala,129,123.069767442,4.81275140954
shambol,10,1587.6,7.36997872091
perryvill,27,588.0,6.3767269479
pitchfork,93,170.709677419,5.13996432075
foto,28,567.0,6.34035930373
tabasco,46,345.130434783,5.84392241741
vijay,100,158.76,5.06739362791
madrassa,20,793.8,6.67683154035
in-built,12,1323.0,7.18765716411
gulf+western,15,1058.4,6.9645136128
ichabod,24,661.5,6.49450998356
quarterback,270,58.8,4.0741418549
clapton,171,92.8421052632,4.5309002574
economist.com,10,1587.6,7.36997872091
armament,585,27.1384615385,3.30095196667
petherton,10,1587.6,7.36997872091
skat,13,1221.23076923,7.10761445644
resveratrol,10,1587.6,7.36997872091
grattan,32,496.125,6.2068279111
government-fund,79,200.962025316,5.30311596144
omb,23,690.260869565,6.53706959797
oma,15,1058.4,6.9645136128
omg,13,1221.23076923,7.10761445644
omd,12,1323.0,7.18765716411
omi,20,793.8,6.67683154035
omo,13,1221.23076923,7.10761445644
omn,48,330.75,5.801362803
vernor,19,835.578947368,6.72812483474
vernon,535,29.6747663551,3.39029706701
metaphysician,28,567.0,6.34035930373
monad,42,378.0,5.93489419562
scowcroft,20,793.8,6.67683154035
parsley,63,252.0,5.52942908751
alluvi,174,91.2413793103,4.51350851469
dilworth,19,835.578947368,6.72812483474
akroyd,10,1587.6,7.36997872091
coolio,20,793.8,6.67683154035
