,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
66,Shepherd_test2,10,28.0205430984,"we, you, your, s, get, me, christ, my, don, ill, our, said, tell, t, grace",0.0328510585519,0.0223555549628,0.8,0.2,0.0666947778959,0.589639770008,0.701539919929,0.699578160171,Shepherd,4,4.0,3.90754175206
71,Shepherd_test12,10,23.9772090912,"we, you, me, s, your, my, christ, don, get, ask, preacher, said, ill, our, t",0.0308967106122,0.0192607753426,0.8,0.2,0.0583440038252,0.587179545467,0.642752525725,0.627696557744,Shepherd,4,3.9,4.07668537369
72,Shepherd_test5,10,25.6840250492,"we, you, your, my, s, me, don, sin, christ, get, grace, know, say, our, god",0.0360797610116,0.0258782189023,0.8,0.2,0.0751594274744,0.588786150275,0.630384767624,0.633197855568,Shepherd,4,4.0,4.16125150679
73,DorothyDay_test8,10,15.2430009842,"we, worker, me, my, our, room, get, hospit, labor, you, talk, deleg, unemploy, prison, peter",0.0251673623529,0.0189063046272,0.8,0.2,0.178621140175,0.668240772368,0.739209599715,0.766572526756,DorothyDay,4,4.01722494373,4.13609243995
75,DorothyDay_test13,10,15.4178960323,"we, worker, our, get, me, you, talk, farm, my, go, room, labor, love, too, fr",0.0272979656082,0.0214507644629,0.7,0.3,0.173829155311,0.719808364585,0.769822070444,0.817157163261,DorothyDay,4,3.71722494373,4.51653376343
76,DorothyDay_test3,10,21.1054179668,"we, my, me, get, our, babi, want, i, go, you, am, pray, talk, too, room",0.0270581872291,0.0205565203792,0.9,0.1,0.135673603049,0.689468302636,0.719123614565,0.66569123852,DorothyDay,4,4.03944716595,3.94902355122
88,DorothyDay_test23,10,15.8540821075,"we, me, my, room, you, pray, our, worker, rayna, she, get, farm, i, met, poverti",0.0249671592134,0.0175240772576,0.7,0.3,0.159512605643,0.702279922939,0.720698650838,0.774818221614,DorothyDay,4,3.81722494373,4.21964644469
89,DorothyDay_test16,10,14.7851901054,"we, my, our, worker, me, too, am, joy, talk, you, love, tri, say, go, job",0.02640695418,0.0239747252318,0.6,0.4,0.183300118297,0.735099175769,0.711057131158,0.63924414712,DorothyDay,4,4.13944716595,4.24533603748
90,DorothyDay_test6,10,18.4863400459,"we, worker, me, our, get, my, room, talk, you, farm, labor, too, ask, go, street",0.0246812698916,0.0186622254383,0.9,0.1,0.172786104295,0.75659411488,0.71523312072,0.670793314619,DorothyDay,4,4.03944716595,3.83001345358
91,DorothyDay_test11,10,17.8082718849,"we, love, our, you, my, me, worker, prayer, retreat, god, ask, your, christ, evil, pray",0.025392524591,0.0206983720558,0.7,0.3,0.159082802121,0.676708226637,0.702508588677,0.640142251894,DorothyDay,4,4.13944716595,4.60091028012
92,DorothyDay_test1,10,14.048074007,"we, our, my, worker, get, you, me, room, night, tri, talk, am, job, fr, floor",0.0272496720093,0.0210530934795,0.7,0.3,0.114654565314,0.69227840621,0.714709555613,0.648276240907,DorothyDay,4,5.53065595716,3.95852575862
93,DorothyDay_test18,10,19.4065601826,"we, my, me, our, get, retreat, worker, fr, too, tamar, farm, room, talk, love, morn",0.0295631664311,0.0205962788289,0.8,0.2,0.165718438943,0.666796922815,0.708558828797,0.591642675077,DorothyDay,4,4.31722494373,4.76886518698
104,DorothyDay_test21,10,22.7999339104,"we, my, me, rememb, our, get, too, i, worker, night, talk, go, you, got, she",0.0268417837564,0.0200152682573,0.9,0.1,0.158731723643,0.721093349232,0.752089638499,0.603393111131,DorothyDay,4,4.01722494373,3.91595624367
105,DorothyDay_test14,10,19.8401889801,"we, me, our, get, you, worker, my, fr, talk, room, go, love, your, too, prayer",0.0265458697769,0.01808409,0.9,0.1,0.178606729884,0.650204223083,0.794949136422,0.627208447277,DorothyDay,4,4.01722494373,3.83512716876
106,DorothyDay_test4,10,29.3363440037,"we, my, our, get, me, too, labor, talk, farm, room, say, love, tri, worker, night",0.0262147208664,0.0164482885071,0.9,0.1,0.181673617873,0.715560307476,0.683624992288,0.704210404122,DorothyDay,4,3.86434676435,4.08962388252
116,DorothyDay_test12,10,14.0880300999,"we, me, worker, our, my, get, talk, say, prayer, you, larri, farm, am, love, kitchen",0.0213126872101,0.0219312687232,0.6,0.4,0.189483538292,0.687822121088,0.748461456562,0.772927321341,DorothyDay,4,4.20879120879,4.03583758768
117,DorothyDay_test2,10,18.932115078,"we, worker, ammon, our, get, mike, too, my, me, farm, love, us, talk, maurin, you",0.025835896444,0.0245434962268,0.7,0.3,0.146857887457,0.704479844014,0.703472179059,0.656691043969,DorothyDay,4,4.33944716595,4.49455047609
126,DorothyDay_test9,10,11.9762790203,"we, worker, labor, me, my, our, too, your, farm, steel, priest, you, hear, love, cathol",0.0268373888024,0.0232152728823,0.8,0.2,0.192219494904,0.674092917655,0.721481236687,0.667057352414,DorothyDay,4,4.03944716595,4.29423088116
127,DorothyDay_test10,10,20.2468130589,"we, my, worker, me, our, get, you, street, talk, too, tri, peter, say, farm, hospit",0.0233674898457,0.0199115245393,0.7,0.3,0.185083913408,0.724094882153,0.743604000894,0.705959977039,DorothyDay,4,4.01722494373,4.36739740729
128,DorothyDay_test0,10,14.3517670631,"we, me, our, prison, my, worker, love, too, get, go, room, christ, say, talk, know",0.0270743929867,0.0256435685922,0.7,0.3,0.179322136464,0.667898279854,0.727941420122,0.837917702358,DorothyDay,4,4.31722494373,2.99779813107
131,DorothyDay_test22,10,25.8966398239,"we, my, me, you, babi, worker, our, i, get, too, go, tri, want, love, she",0.0265277355582,0.0219706671544,0.6,0.4,0.189911756362,0.733749300567,0.711003788938,0.688609421607,DorothyDay,4,4.03944716595,4.41785401052
132,DorothyDay_test17,10,12.639136076,"we, our, prayer, worker, my, tri, you, pray, love, me, christ, too, talk, get, room",0.025812054432,0.0215567678515,0.5,0.5,0.132478925334,0.680615528193,0.750813128369,0.73171825627,DorothyDay,4,4.01722494373,3.39584123224
133,DorothyDay_test7,10,13.0811469555,"we, our, get, me, worker, my, too, girl, pilgrimag, go, you, morn, room, say, your",0.0251167824101,0.0183848286929,0.6,0.4,0.180821942635,0.735188872764,0.740578943434,0.619155539265,DorothyDay,4,4.01722494373,4.08880624297
136,DorothyDay_test19,10,16.9583618641,"we, worker, me, my, our, too, get, you, room, she, hospit, night, bed, rememb, jail",0.0227087912599,0.0202743372523,0.6,0.4,0.168212877893,0.720304300212,0.732536331848,0.773638680715,DorothyDay,4,4.01722494373,4.45183558781
142,DorothyDay_test20,10,18.674377203,"we, me, our, you, fr, my, priest, love, us, too, get, worker, roy, retreat, pray",0.0255985463953,0.0249267449142,0.4,0.6,0.166847721493,0.772873949177,0.732511654151,0.645568870925,DorothyDay,4,4.51722494373,4.81024260331
143,DorothyDay_test15,10,14.8906672001,"we, me, my, our, worker, get, prayer, ask, told, moscow, visit, us, you, pray, room",0.020594487283,0.0196192037963,0.4,0.6,0.163062652502,0.759876821714,0.712520314453,0.698501871854,DorothyDay,4,4.10879120879,4.8349856439
144,DorothyDay_test5,10,11.4255177975,"we, our, worker, get, too, talk, you, ask, farm, us, love, labor, let, strike, say",0.0291020484618,0.0179568891643,0.8,0.2,0.141612276519,0.659452378452,0.743236361867,0.804307604354,DorothyDay,4,4.11722494373,3.87374133579
152,Unitarian_test6,10,23.5825631618,"we, you, my, our, me, your, hope, unitarian, am, know, get, silenc, bread, ask, say",0.0271593332276,0.0192121233707,0.9,0.1,0.105185322806,0.64202047019,0.71871023141,0.627586973539,Unitarian,7,6.4,4.18843864061
155,Unitarian_test3,10,34.0630469322,"my, you, me, we, our, your, know, garden, nt, disappoint, say, i, get, dont, am",0.0320289715246,0.0245660250399,0.7,0.3,0.0975347053932,0.646027439776,0.713375673058,0.618455526297,Unitarian,7,4.95,4.08648254047
158,Unitarian_test4,10,41.3674080372,"we, me, my, you, our, s, am, love, nt, your, feel, i, let, know, congreg",0.0303379826443,0.0172020674969,1.0,0.0,0.124374184232,0.69267397754,0.665341773393,0.743416737948,Unitarian,7,3.83333333333,3.45630437107
162,Unitarian_test5,10,38.0666229725,"we, my, you, our, me, your, know, say, rememb, let, i, courag, dont, s, get",0.0254781902128,0.0195578289252,0.7,0.3,0.0978876282874,0.645699203098,0.689435855747,0.63481440192,Unitarian,7,5.4,4.24286102761
166,Unitarian_test0,10,34.0020191669,"me, my, we, you, our, trust, i, am, ask, your, unitarian, universalist, love, say, s",0.0273389228129,0.0207669229901,0.8,0.2,0.108421118604,0.681797238973,0.710652822973,0.699849805465,Unitarian,7,6.12222222222,3.63132127497
168,Unitarian_test7,10,30.5054149628,"we, my, me, you, our, luck, get, your, say, am, s, i, love, silenc, nt",0.0308499517816,0.0250961954381,0.9,0.1,0.10705310573,0.682865091648,0.643884917726,0.630922067111,Unitarian,7,4.92222222222,4.65425664497
171,Unitarian_test2,10,34.8967859745,"we, you, my, me, our, fear, your, hope, let, want, get, am, joy, too, i",0.0287069200858,0.0247085823343,0.7,0.3,0.125487155135,0.685112471096,0.677672146628,0.64665928126,Unitarian,7,4.93101343101,4.36468357937
177,Unitarian_test8,10,37.4449930191,"we, me, my, you, our, your, love, am, depress, hurt, say, feel, s, know, nt",0.0286409463084,0.0238718921962,0.7,0.3,0.129117544489,0.662979794492,0.691042969908,0.599002279809,Unitarian,7,4.95879120879,4.69631097992
178,Unitarian_test1,10,34.0943109989,"we, you, my, me, our, your, nt, unitarian, want, s, say, love, i, am, get",0.0303282983572,0.0213036399424,0.9,0.1,0.126008187111,0.675590732483,0.714336716544,0.63981607468,Unitarian,7,4.73944716595,4.29518239859
180,JohnPiper_test8,10,23.1054329872,"you, we, sin, your, god, s, vers, jesus, say, jonah, christ, answer, nt, my, me",0.0262512389855,0.0239516862909,0.6,0.4,0.12552067652,0.699208787123,0.690763657216,0.649007730575,JohnPiper,4,4.93101343101,4.06711990224
181,JohnPiper_test15,10,18.6996099949,"you, we, god, vers, your, s, say, christ, sin, love, jesus, me, nt, my, sacrific",0.0339213814933,0.02045058182,0.9,0.1,0.116530544261,0.639137486105,0.694677433909,0.798137047854,JohnPiper,4,3.80843373494,3.95305525652
184,JohnPiper_test4,10,21.6111049652,"we, you, your, sin, vers, god, s, say, job, our, hope, satan, christ, jesus, templ",0.0265520028843,0.0301169701365,0.5,0.5,0.116668912568,0.718398127208,0.693708666746,0.675114160495,JohnPiper,4,4.22222222222,4.03191807924
191,JohnPiper_test13,10,20.549795866,"you, spirit, your, we, vers, sin, s, god, nt, hope, say, jesus, christ, our, my",0.0274777743091,0.0209733605456,0.9,0.1,0.115955916947,0.681054432613,0.742181913838,0.75015114319,JohnPiper,4,4.40843373494,3.04743154702
194,JohnPiper_test2,10,22.3199021816,"you, we, vers, your, christ, god, me, jesus, s, coven, say, spirit, sin, our, prayer",0.0246921400075,0.0212576156858,0.8,0.2,0.13078291301,0.692925992106,0.656691213473,0.67365620605,JohnPiper,4,3.76434676435,4.09705900922
199,JohnPiper_test11,10,24.9719228745,"you, we, your, god, vers, me, s, our, job, my, say, glori, sin, answer, whi",0.0353530081937,0.024766153075,0.8,0.2,0.105478033551,0.697618414201,0.641282874426,0.618996294503,JohnPiper,4,4.92222222222,4.21916590306
201,JohnPiper_test7,10,21.7306499481,"we, you, your, vers, god, christ, s, our, promis, sin, say, nt, grace, spirit, me",0.033908171831,0.0216785129361,0.8,0.2,0.126633244245,0.685834911127,0.735854055208,0.731871677309,JohnPiper,4,4.40843373494,4.09071196838
205,JohnPiper_test0,10,21.121227026,"you, we, vers, god, your, glori, say, christ, jesus, s, gospel, nt, salvat, marriag, our",0.0314837190312,0.0188703863335,0.8,0.2,0.1405385772,0.689470323584,0.720694458294,0.759665083299,JohnPiper,4,4.01722494373,4.37034231116
207,JohnPiper_test9,10,22.2795119286,"you, your, we, love, my, s, wisdom, say, me, god, nt, vers, get, jesus, hope",0.0355933609388,0.0225157981787,0.8,0.2,0.112959061006,0.730368561427,0.716390990469,0.768637920331,JohnPiper,4,5.60843373494,4.56978420309
209,JohnPiper_test16,10,24.0889229774,"you, we, vers, your, god, my, christ, s, nt, say, me, love, our, jesus, righteous",0.0326215164591,0.0193452469007,0.8,0.2,0.140472181293,0.661606445109,0.686596520726,0.546908214659,JohnPiper,4,4.60879120879,4.47303919781
212,JohnPiper_test5,10,22.7367367744,"you, vers, your, we, god, s, promis, me, say, love, abid, my, spirit, christ, pray",0.0330917374328,0.0201213793406,1.0,0.0,0.136058484172,0.709728953826,0.718668306671,0.750506905809,JohnPiper,4,4.01722494373,4.35411885148
216,JohnPiper_test14,10,21.7091078758,"you, your, vers, we, god, nt, s, christ, say, love, me, my, spirit, our, grace",0.0377137954615,0.0240167611882,0.7,0.3,0.110777262605,0.703658180338,0.762813701236,0.740354450584,JohnPiper,4,5.0,4.4748805186
220,JohnPiper_test3,10,22.4234080315,"we, you, vers, your, god, s, say, christ, our, bless, love, nt, hope, jesus, let",0.0364170120783,0.0182651932813,1.0,0.0,0.131829981828,0.664788792369,0.664614532052,0.543891547023,JohnPiper,4,4.5,3.99844255311
226,JohnPiper_test12,10,22.0932681561,"you, we, vers, your, christ, say, me, s, god, righteous, my, save, our, love, nt",0.0332792687953,0.0261094381974,0.7,0.3,0.128648519338,0.702108417752,0.675281322055,0.698309053826,JohnPiper,4,4.93101343101,4.08347954469
229,JohnPiper_test1,10,22.6361949444,"you, your, we, vers, god, say, nt, s, ministri, my, me, christ, glori, wonder, apostl",0.0265090330143,0.0219837212541,0.6,0.4,0.136420495963,0.673876834963,0.752122990818,0.725158702307,JohnPiper,4,4.01722494373,3.43154723881
231,JohnPiper_test17,10,22.0380759239,"you, we, your, vers, s, god, christ, say, jesus, sinner, sin, nt, me, jew, glori",0.0304246687189,0.0196498061106,0.8,0.2,0.124026387954,0.670114320297,0.739051309117,0.659481074731,JohnPiper,4,4.00843373494,3.79598495835
233,JohnPiper_test10,10,21.7021870613,"we, you, vers, god, me, say, my, righteous, s, your, nt, jesus, sheep, thing, want",0.0334453420293,0.0240804235614,0.6,0.4,0.121180158875,0.703780087302,0.674213150328,0.689687551841,JohnPiper,4,4.55555555556,3.91248624274
235,JohnPiper_test6,10,22.0560460091,"you, we, vers, grace, god, our, s, your, say, hope, glori, bless, christ, me, my",0.0364975662017,0.0203885566915,0.5,0.5,0.124434902815,0.725257065557,0.700430902616,0.638034935353,JohnPiper,4,4.73065595716,4.03362659829
240,WBC_test11,10,22.7919640541,"unto, shall, we, ye, god, my, you, hath, lord, me, thou, soul, wait, sin, thee",0.0273293305827,0.0291399521442,0.4,0.6,0.167042007432,0.586150192701,0.800437129045,0.657679340856,WBC,1,1.0,0.769595660439
241,WBC_test3,10,24.4932060242,"shall, unto, ye, me, s, you, my, we, christ, thou, your, god, lord, sin, repent",0.0244666826898,0.0273896566984,0.3,0.7,0.194160491297,0.609324934253,0.770299756764,0.716891121004,WBC,1,1.5,0.767346548937
244,WBC_test6,10,28.3057150841,"unto, shall, thou, you, my, me, christ, we, thee, ye, lord, say, god, belov, hath",0.0255418118527,0.0276752606809,0.2,0.8,0.188821251355,0.63493958434,0.75625965932,0.844679602172,WBC,1,1.3,1.40974633955
246,WBC_test1,10,27.2164888382,"shall, unto, thou, me, thee, s, thi, my, we, ye, you, lord, god, your, beast",0.024652448217,0.029122854369,0.5,0.5,0.179990901068,0.569646150669,0.718327868179,0.708790414915,WBC,1,1.6,1.44354854506
249,WBC_test8,10,26.9237959385,"unto, we, you, christ, shall, me, lord, our, thou, ye, god, your, thee, my, afflict",0.0265669082721,0.028522589312,0.5,0.5,0.176049677379,0.619987482512,0.723833227401,0.770725318175,WBC,1,1.3,1.37769312156
253,WBC_test12,10,26.1199510098,"shall, you, unto, coven, your, ye, sin, christ, we, god, my, me, preach, hell, etern",0.0304653017064,0.03420745568,0.2,0.8,0.185222471127,0.572690175394,0.731853903759,0.701298218884,WBC,1,1.0,1.13478087758
254,WBC_test4,10,24.7925601006,"unto, shall, sin, god, ye, you, bless, s, me, curs, heaven, we, thou, christ, lord",0.03049090135,0.0220975473281,0.8,0.2,0.189106496111,0.594870373746,0.735952704464,0.693149646456,WBC,1,2.2,3.57725901133
257,WBC_test10,10,24.8734090328,"we, shall, unto, me, you, our, my, thi, god, fear, heaven, lord, ye, thou, s",0.0312940937592,0.0225318680693,0.8,0.2,0.195471502456,0.64569592974,0.792261672415,0.849467732872,WBC,1,3.21722494373,3.43322562519
258,WBC_test2,10,24.7365920544,"shall, unto, me, you, thi, s, thou, god, my, ye, lord, we, your, christ, thee",0.0247051955279,0.0296457622346,0.3,0.7,0.181270134561,0.552679610427,0.728849898714,0.754387941518,WBC,1,1.0,0.677671996472
263,WBC_test0,10,26.1441578865,"unto, shall, my, ye, me, lord, you, thou, thi, we, job, god, wit, s, belov",0.0260436681432,0.0257108822438,0.5,0.5,0.19652362767,0.578253159065,0.74055620961,0.666617972726,WBC,1,1.6,1.20100452892
269,WBC_test7,10,26.2775650024,"shall, unto, thi, thou, me, your, you, thee, ye, my, god, lord, we, s, christ",0.0247386889266,0.0271076874857,0.4,0.6,0.192754640629,0.581883163287,0.712446617958,0.696943785158,WBC,1,2.0,1.18102928524
274,WBC_test9,10,30.4552528858,"you, unto, shall, satan, s, your, we, me, god, my, christ, thou, thee, lord, hath",0.0230695160874,0.0263811330778,0.3,0.7,0.184081126539,0.631629847614,0.789187325481,0.844056350958,WBC,1,2.425,1.52604407296
278,WBC_test5,10,25.1756858826,"unto, shall, you, ye, we, s, my, your, god, lord, thi, thou, christ, say, belov",0.0271177742037,0.0247818172751,0.6,0.4,0.160919453619,0.538503703744,0.67468082072,0.754395788811,WBC,1,2.2,3.11808923256
279,PastorAnderson_test5,10,75.1236920357,"you, s, re, nt, we, say, get, go, your, bibl, me, want, vers, preach, know",0.0279310647135,0.0151243290868,1.0,0.0,0.0748338265843,0.650943506329,0.730187266161,0.800014670665,PastorAnderson,2,2.2,2.3168501498
285,PastorAnderson_test1,10,84.6374428272,"you, s, nt, we, re, say, go, get, bibl, me, your, let, want, preach, save",0.0255520413203,0.0215114824611,0.6,0.4,0.0748885982203,0.647015714071,0.72909106397,0.800719089325,PastorAnderson,2,2.2,2.43973486607
288,PastorAnderson_test4,10,83.0769841671,"you, s, re, nt, get, we, say, go, want, bibl, your, me, my, know, talk",0.0292472559357,0.0161299426531,0.9,0.1,0.0793021057818,0.645795900372,0.780806632691,0.697520073058,PastorAnderson,2,3.0,2.55266143935
289,PastorAnderson_test3,10,83.3549740314,"you, s, nt, re, we, say, your, bibl, me, go, get, my, want, unto, let",0.0234881817117,0.0196690307696,0.7,0.3,0.0826285313714,0.728813647289,0.700047022801,0.671729581195,PastorAnderson,2,2.9,2.91565892833
293,PastorAnderson_test6,10,95.9856879711,"you, s, re, we, say, go, get, nt, bibl, don, want, know, me, sin, your",0.0223911414518,0.0194953936835,0.7,0.3,0.0664039083884,0.57142526762,0.672555737451,0.712652769862,PastorAnderson,2,2.7,3.10940438026
297,PastorAnderson_test0,10,88.1132647991,"you, s, re, we, say, nt, get, go, bibl, know, your, let, preach, me, vers",0.0257447279568,0.0212594811051,0.8,0.2,0.0711883713727,0.664133446549,0.690844777506,0.809741453792,PastorAnderson,2,2.2,2.21252667094
300,PastorAnderson_test2,10,91.8955271244,"you, s, re, nt, we, get, your, say, go, bibl, want, me, know, my, let",0.0260933819802,0.0208935975693,0.7,0.3,0.0669224640367,0.650182001265,0.717886797865,0.700481400066,PastorAnderson,2,2.8,3.12080542559
303,NaumanKhan_test0,10,37.8687200546,"you, allah, your, say, we, me, know, qur'an, quran, get, swt, my, talk, someth, ayah",0.0189352091291,0.0149476824442,0.8,0.2,0.172376689117,0.735541453361,0.683322790566,0.586606826474,NaumanKhan,3,4.70879120879,4.29578105578
308,NaumanKhan_test2,10,34.152233839,"you, allah, we, your, quran, say, know, me, talk, apo, get, want, my, messeng, someth",0.0179311224453,0.019441293972,0.7,0.3,0.169032301335,0.68202435238,0.704390173365,0.594221988347,NaumanKhan,3,4.10879120879,5.5848593593
310,NaumanKhan_test1,10,34.4418129921,"you, allah, we, nt, your, s, na, know, get, say, re, go, talk, my, want",0.0206172190156,0.0154045042918,0.7,0.3,0.0872404513748,0.629221079711,0.647279432811,0.69486543092,NaumanKhan,3,4.1,3.16636166328
313,Rabbinic_test5,10,19.1680161953,"we, our, torah, you, failur, my, jew, rabbi, your, mose, know, durkheim, koufax, ourselv, me",0.0197721810058,0.0160920375794,0.8,0.2,0.243369286881,0.736821508528,0.661434167049,0.724820597873,Rabbinic,6,6.2,4.97556882334
317,Rabbinic_test2,10,17.4298141003,"we, our, you, my, rabbi, know, jewish, “no, your, me, bless, synagogu, jew, keter, menorah",0.0205883527696,0.0165784740062,0.8,0.2,0.207342971446,0.749003306287,0.708695524209,0.724336231891,Rabbinic,6,5.00879120879,5.06350319819
320,Rabbinic_test0,10,20.6751821041,"we, our, you, jew, my, israel, jewri, your, jewish, rabbi, whi, convers, synagogu, me, ask",0.0202003806902,0.019949565871,0.6,0.4,0.235275653853,0.716516805209,0.699700111969,0.711828084257,Rabbinic,6,6.0,5.92740574634
321,Rabbinic_test3,10,18.4884231091,"we, you, our, my, your, know, jew, jewish, torah, israel, ghetto, moment, netanyahu, want, isra",0.0228977131951,0.0239307179994,0.5,0.5,0.211663608859,0.740911956887,0.723736199876,0.629978736531,Rabbinic,6,4.51722494373,4.91530994193
322,Rabbinic_test4,10,19.4923100471,"we, our, you, me, my, jew, jewish, rabbi, your, isra, whi, jewri, bless, judaism, am",0.0213286690451,0.0173573046178,0.6,0.4,0.245436355948,0.755546514448,0.721269175378,0.815157965977,Rabbinic,6,6.2,6.1957065675
325,Rabbinic_test1,10,19.953109026,"we, our, you, apolog, my, rabbi, know, moment, jewri, me, bibl, jacob, forgiv, your, too",0.0194865177015,0.0188241567636,0.4,0.6,0.250479391242,0.736585001733,0.734018352157,0.643977788498,Rabbinic,6,5.8,5.59461666159
328,MehrBaba_test1,10,13.565912962,"baba, finit, me, my, you, s, love, we, master, conscious, spiritu, shri, realiti, mind, ajmer",0.0284517560693,0.0189289997535,0.7,0.3,0.25185703129,0.725329934781,0.740003474381,0.800712422444,MehrBaba,8,8.0,6.66302362726
331,MehrBaba_test3,10,13.4143998623,"perfect, baba, you, meher, we, muktabai, your, madmast, spiritu, mind, master, conscious, my, love, realiz",0.0371575377486,0.0187267482799,1.0,0.0,0.22053421074,0.701680335977,0.733153502593,0.651345826426,MehrBaba,8,7.20843373494,7.19162313722
334,MehrBaba_test8,10,17.9780769348,"baba, you, meher, love, me, master, s, we, feel, nt, your, my, discipl, belov, lover",0.0386424705881,0.0154814135882,1.0,0.0,0.252773944074,0.734220819917,0.740719543827,0.773799585107,MehrBaba,8,8.0,8.59837357289
