,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
57,PastorAnderson_test1,5,48.6674149036,"s, re, bibl, nt, say, unto, go, shall, vers, get, chapter, read, talk, christ, know, whi, jesus, judah, let, save",0.0197247577846,0.0173516145268,0.8,0.2,0.476263353237,0.0769545421105,0.651991996816,0.0134190720371,0.0215863038624,0.0176991150442,0.0173476139277,0.018381440741,0.000599619551733,0.016437846332,0.748928524685,0.773381541396,PastorAnderson,2,2.2,1.62850467167
61,PastorAnderson_test2,5,56.3863620758,"s, re, say, nt, get, bibl, know, go, look, don, want, let, talk, wrong, preach, lot, tell, money, whi, sin",0.025602855887,0.0237849491911,0.8,0.2,0.40285993317,0.0623131331174,0.610449406506,0.0125793144274,0.0312817951422,0.0230682427808,0.0198309192149,0.0111363930666,0.00203488909854,0.0214033335183,0.692914205206,0.696820507126,PastorAnderson,2,1.9,2.12648204373
66,Rabbinic_test2,5,10.6061589718,"keter, happi, esther, moment, mose, rabbi, know, myerson, joy, ecclesiast, ask, sukkot, nachman, am, awar, purim, aleppo, fate, chosen, circumst",0.0240927488199,0.0174069294294,0.8,0.2,0.349250076763,0.190946838696,0.783295865843,0.0266936084228,0.00925236626609,0.0143571200681,0.00595554610231,0.0123364883548,0.00744443262788,0.0122301393172,0.730790801526,0.629890014557,Rabbinic,6,6.3,6.00381959474
69,Rabbinic_test1,5,10.5238809586,"bibl, bless, sibl, jew, know, sure, esau, jerusalem, biblic, bialik, jewish, lincoln, get, jacob, am, brother, templ, hanukkah, “i, promis",0.0192774514997,0.018718394599,0.8,0.2,0.41289327777,0.254880648065,0.738485675623,0.0231298187122,0.00520941862888,0.0114607209835,0.00750156282559,0.00896020004168,0.000729318608043,0.0122942279642,0.778726263347,0.691155510075,Rabbinic,6,6.0,6.12581953929
71,Rabbinic_test0,5,13.4174871445,"jew, moment, jewish, synagogu, jewri, torah, orthodox, rabbi, rememb, tell, sit, paint, am, hashanah, rosh, want, judaism, get, ask, everyon",0.0184677238345,0.0109053785664,0.8,0.2,0.415884020828,0.213574861415,0.727095509298,0.0239089494801,0.00949807582085,0.0149021534431,0.00687791697372,0.00949807582085,0.000818799639728,0.0136739539835,0.73810254436,0.563365197747,Rabbinic,6,5.7,5.96423621211
75,Bahai_test0,5,4.79675412178,"baha'i, realiti, faith, baha'u'llah, abdu'lbaha, craft, thing, p, truth, heaven, hath, everyon, worship, —, tree, uniti, divin, nobil, whi, must",0.040285081974,0.016767437712,1.0,0.0,0.319269431375,0.195612211402,0.547775832513,0.0137571157495,0.00403225806452,0.00830170777989,0.0123339658444,0.00853889943074,0.000237191650854,0.0125711574953,0.774675318477,0.689198339245,Bahai,6,6.1,6.85840119988
78,Bahai_test2,5,4.42342591286,"baha'i, sick, baha'u'llah, heal, uniti, abdu'lbaha, excit, realiti, p, nerv, prejudic, cure, will, spiritu, maladi, mediat, mose, deni, oppress, prophet",0.0378426994601,0.0268915511921,0.8,0.2,0.323257170276,0.254341097952,0.471386769613,0.00708502024291,0.00328947368421,0.000506072874494,0.0123987854251,0.00506072874494,0.0,0.00986842105263,0.744586314263,0.569863769034,Bahai,6,6.4,5.99349409076
82,Bahai_test1,5,3.19943809509,"baha'i, baha'u'llah, ask, poverti, abdu'lbaha, poor, should, ye, fellowship, glean, uniti, harmoni, spiritu, persia, nobl, done, unto, happi, bestow, p",0.0376966487717,0.0292701655757,0.8,0.2,0.413907075381,0.228778099094,0.661465201465,0.00340715502555,0.00553662691652,0.0123509369676,0.0106473594549,0.015332197615,0.000425894378194,0.00851788756388,0.756922678684,0.588468951737,Bahai,6,5.8,5.02672415685
84,IntegralYoga_test0,5,4.57552504539,"don't, happi, pain, fruit, boat, want, everyth, whi, get, yoga, should, mind, anyth, noth, someth, away, say, if, tree, wrong",0.0270841434686,0.0205419135117,0.8,0.2,0.434678028722,0.0463747361013,0.706205882704,0.0140488901377,0.0618151166058,0.0103961787019,0.00618151166058,0.00252880022478,0.000561955605507,0.0252880022478,0.752387345021,0.600636985899,IntegralYoga,6,5.4,4.62533299967
88,IntegralYoga_test2,5,10.1676299572,"mind, breath, want, prana, yoga, get, feel, self, don't, pranayama, vibrat, should, whi, happi, everyth, say, anyth, inhal, desir, will",0.0358601354949,0.0161225211182,1.0,0.0,0.375373541856,0.101352492172,0.663815320145,0.0191964754012,0.0486730305255,0.00555963495227,0.00723801531522,0.00220287422637,0.000839190181475,0.0133221441309,0.638849284697,0.63000494864,IntegralYoga,6,6.0,5.43899557005
89,IntegralYoga_test1,5,6.19261002541,"mind, yoga, everyth, know, sutra, job, ego, want, whi, calm, am, don't, babi, medit, clean, surrend, mental, say, anyth, happi",0.0299183693631,0.0133957683969,0.8,0.2,0.349441280497,0.0397294669802,0.662488866459,0.00946142649199,0.061499272198,0.00818777292576,0.00382096069869,0.00218340611354,0.00145560407569,0.0192867540029,0.72580525179,0.688379875453,IntegralYoga,6,6.8,5.45914327751
93,WBC_test1,5,16.2262601852,"unto, ye, shall, thou, christ, belov, sodomit, s, thing, lord, god, wit, thee, ie, love, thi, saith, say, smyrna, jesus",0.0296176204099,0.02868687277,0.6,0.4,0.416125104326,0.165255355468,0.573597760184,0.00873161764706,0.00800945378151,0.015231092437,0.0186449579832,0.023962710084,0.000262605042017,0.00800945378151,0.729232622841,0.80973250305,WBC,1,1.3,0.377023903545
94,WBC_test2,5,15.1470508575,"shall, coven, unto, ye, sin, repent, pharaoh, mose, lord, s, thee, thou, god, will, thi, christ, let, grace, fear, hath",0.0212204839693,0.0367893910097,0.0,1.0,0.451654397747,0.194221393804,0.580622586114,0.0111792774369,0.0079754601227,0.0128834355828,0.019836400818,0.0247443762781,0.00068166325835,0.00777096114519,0.756298408513,0.756343986982,WBC,1,1.1,1.27334897657
100,WBC_test0,5,14.9982202053,"unto, shall, noah, job, lord, thou, god, heaven, ie, ye, shut, s, sermon, wit, ark, belov, thi, say, thing, thee",0.0267000078886,0.0236414803782,0.6,0.4,0.435599834958,0.222502318087,0.585063019791,0.00879167252778,0.00485300323534,0.015192010128,0.0137853425236,0.0290476860318,0.000844000562667,0.00780700520467,0.770409777806,0.667190331201,WBC,1,6.0,1.39941315816
103,JohnPiper_test2,5,15.7149610519,"vers, christ, god, glori, let, nt, s, say, sin, rejoic, will, glorifi, grace, devil, matur, permit, keep, suffer, want, job",0.0280145986746,0.0327624354772,0.6,0.4,0.516290888962,0.134618881996,0.717404722899,0.0180893906384,0.0204000792236,0.0108272265135,0.00818643955899,0.026936026936,0.00118835412953,0.0116194625999,0.692740708103,0.618197189819,JohnPiper,4,4.0,2.88010668013
108,JohnPiper_test1,5,15.3814489841,"love, god, say, vers, nt, s, sin, hope, know, christ, grace, spirit, jesus, let, bethlehem, regener, stone, promis, gospel, will",0.0348014955951,0.0189407722366,0.8,0.2,0.493143566432,0.152696046119,0.709840547827,0.0180782078994,0.0223357568612,0.01165913408,0.00877710093666,0.02050173577,0.00098251129888,0.0121831401061,0.757283241884,0.712834451378,JohnPiper,4,4.0,4.29898244154
111,JohnPiper_test0,5,14.5968167782,"christ, sin, fill, vers, elder, perfect, god, say, thing, s, glori, judgment, whi, sacrific, sanctifi, nt, jesus, kind, will, warn",0.0313066954257,0.0250097965945,1.0,0.0,0.470239842456,0.142170886888,0.651778876192,0.0162578638581,0.0137838410971,0.00975471831484,0.00572559553262,0.0300417049551,0.0012723545628,0.010249522867,0.715635142981,0.784763028051,JohnPiper,4,4.8,3.29548773645
115,DorothyDay_test0,5,10.4636971951,"prison, seattl, love, worker, visit, ask, persecut, i, look, priest, hour, am, hospit, get, bishop, christ, say, pray, alderson, kept",0.0233768301767,0.021274901146,0.6,0.4,0.44253573389,0.220846919659,0.737487743015,0.0154317725399,0.00655321847585,0.0205052320051,0.00982982771377,0.00813867455871,0.00560194482613,0.0101469189303,0.728843435613,0.733716162231,DorothyDay,4,6.4,5.80154948698
118,DorothyDay_test1,5,7.56303191185,"worker, reader, get, too, hospit, read, am, pay, talk, maurin, prayer, i, fast, say, love, room, tri, go, ask, feel",0.0221203939617,0.0184809067948,0.8,0.2,0.420606503471,0.0971318962368,0.681098526367,0.0230224321133,0.00309917355372,0.0286304604486,0.0101829988194,0.0103305785124,0.00737898465171,0.0107733175915,0.652285422295,0.688134731634,DorothyDay,4,6.8,6.15613158101
121,DorothyDay_test2,5,9.78593182564,"worker, talk, tax, poverti, pay, get, pray, farm, poor, say, tri, will, cathol, christ, should, ask, reader, sure, wast, love",0.0225605378805,0.0230175348578,0.4,0.6,0.366488269766,0.17990594529,0.747128067762,0.0314028899761,0.00364091477984,0.0106951871658,0.0164978950961,0.010467629992,0.00068267152122,0.0101262942314,0.713843360821,0.643180470293,DorothyDay,4,2.1,4.70771011413
123,SeaShepherds_test1,5,2.86270809174,"shepherd, dolphin, whale, turtl, captiv, pollut, fish, taboo, eat, orca, seal, contamin, salmon, gift, tank, pamela, save, sorri, will, am",0.0214696546833,0.0315326533914,0.4,0.6,0.605521969492,0.121061731437,0.780703516597,0.0224239188468,0.020288307528,0.0117458622531,0.00373731980779,0.0,0.00480512546716,0.00213561131874,0.684226449282,0.6743652997,SeaShepherds,2,6.0,5.2075602019
126,SeaShepherds_test0,5,4.15470600128,"shepherd, costa, illeg, rican, crew, coco, net, boat, vessel, poacher, arrest, whale, shark, totoaba, guatemalan, vaquita, charg, marin, fishermen, rica",0.0278261826698,0.0283824687357,0.6,0.4,0.375590597685,0.20863892545,0.614099422902,0.0250487058169,0.00417478430281,0.0122460339549,0.0102978012803,0.000278318953521,0.00166991372112,0.00500974116337,0.722958778139,0.580797185638,SeaShepherds,2,6.2,5.78617080305
127,MalcolmX_test0,5,39.2798728943,"nt, s, re, malcolm, get, negro, let, ll, got, go, know, x, talk, say, h, ve, n, think, want, ﻿",0.0155766868587,0.0202427189192,0.2,0.8,0.482975323711,0.137376644939,0.780293603303,0.0149092719628,0.0255587519363,0.0180073025006,0.0187264881611,0.0170668289445,0.000885151582208,0.0159050674928,0.704057645428,0.642961366005,MalcolmX,2,2.3,2.82610577914
