,id,cocowindow,cvWindow,netAngle,startCount,rfAccuracy,rfMae,svmAccuracy,svmMae
258,6_4_30_0,6,4,30,0,0.8679245283018868,0.3311320754716982,0.839622641509434,0.4538605378788292
259,6_4_30_0,6,4,30,0,0.8773584905660378,0.35660377358490564,0.839622641509434,0.5181970511673054
260,6_4_30_0,6,4,30,0,0.9150943396226415,0.2433962264150943,0.9150943396226415,0.41602419369117755
261,6_5_75_0,6,5,75,0,0.8490566037735849,0.3415094339622642,0.8207547169811321,0.5120567235048704
262,6_5_75_0,6,5,75,0,0.8773584905660378,0.3358490566037735,0.8490566037735849,0.5157099417867134
263,6_5_75_0,6,5,75,0,0.9150943396226415,0.26886792452830194,0.8962264150943396,0.41118060456163497
264,2_2_45_0,2,2,45,0,0.8773584905660378,0.3320754716981133,0.839622641509434,0.507219459923449
265,2_2_45_0,2,2,45,0,0.8679245283018868,0.3443396226415094,0.8301886792452831,0.5587470024354501
266,2_2_45_0,2,2,45,0,0.8867924528301887,0.3028301886792454,0.8773584905660378,0.4578581544570142
267,3_4_45_0,3,4,45,0,0.8962264150943396,0.3037735849056605,0.839622641509434,0.48667548656093335
268,3_4_45_0,3,4,45,0,0.8679245283018868,0.3528301886792453,0.839622641509434,0.5332569385347575
269,3_4_45_0,3,4,45,0,0.9245283018867925,0.2330188679245283,0.9056603773584906,0.4264855619245567
270,3_2_60_0,3,2,60,0,0.8867924528301887,0.3179245283018868,0.8207547169811321,0.5122739771671606
271,3_2_60_0,3,2,60,0,0.8867924528301887,0.33962264150943405,0.8301886792452831,0.5521926037914883
272,3_2_60_0,3,2,60,0,0.8962264150943396,0.2622641509433962,0.8962264150943396,0.4400238002059038
273,5_3_45_0,5,3,45,0,0.8679245283018868,0.33490566037735864,0.8490566037735849,0.4629748359632871
274,5_3_45_0,5,3,45,0,0.8490566037735849,0.37924528301886806,0.839622641509434,0.5295226567877502
275,5_3_45_0,5,3,45,0,0.9150943396226415,0.28018867924528307,0.9150943396226415,0.41168015955328513
276,5_6_75_0,5,6,75,0,0.8490566037735849,0.3481132075471698,0.8018867924528302,0.5271248253104054
277,5_6_75_0,5,6,75,0,0.8584905660377359,0.3273584905660378,0.8490566037735849,0.5203553492551695
278,5_6_75_0,5,6,75,0,0.9245283018867925,0.2669811320754718,0.8962264150943396,0.4079539389174426
279,3_5_30_0,3,5,30,0,0.8962264150943396,0.3216981132075473,0.8207547169811321,0.49216297300391876
280,3_5_30_0,3,5,30,0,0.839622641509434,0.37169811320754736,0.8584905660377359,0.5237617584988763
281,3_5_30_0,3,5,30,0,0.9150943396226415,0.2575471698113208,0.9150943396226415,0.40952307632240526
282,2_6_60_0,2,6,60,0,0.8773584905660378,0.33207547169811324,0.839622641509434,0.4888283947094057
283,2_6_60_0,2,6,60,0,0.8490566037735849,0.35943396226415103,0.8207547169811321,0.5509313358068276
284,2_6_60_0,2,6,60,0,0.9150943396226415,0.21886792452830184,0.9056603773584906,0.4183128381331832
285,6_3_45_0,6,3,45,0,0.8867924528301887,0.3301886792452831,0.8490566037735849,0.4502860106793893
286,6_3_45_0,6,3,45,0,0.8679245283018868,0.3764150943396228,0.839622641509434,0.52781826561285
287,6_3_45_0,6,3,45,0,0.9150943396226415,0.25283018867924534,0.9150943396226415,0.4031197284019941
288,4_4_60_0,4,4,60,0,0.8962264150943396,0.32452830188679244,0.839622641509434,0.4987053114610774
289,4_4_60_0,4,4,60,0,0.8679245283018868,0.3386792452830189,0.839622641509434,0.5374353601805438
290,4_4_60_0,4,4,60,0,0.9150943396226415,0.26886792452830194,0.9056603773584906,0.40005447816196366
291,3_2_30_0,3,2,30,0,0.8962264150943396,0.3122641509433963,0.8490566037735849,0.48428425304829664
292,3_2_30_0,3,2,30,0,0.8584905660377359,0.3566037735849057,0.8679245283018868,0.5329659726910635
293,3_2_30_0,3,2,30,0,0.9150943396226415,0.2622641509433963,0.9056603773584906,0.4504578602915263
294,4_2_45_0,4,2,45,0,0.8867924528301887,0.32547169811320753,0.8584905660377359,0.4850547067861215
295,4_2_45_0,4,2,45,0,0.8773584905660378,0.3424528301886793,0.8490566037735849,0.5529859131233639
296,4_2_45_0,4,2,45,0,0.9150943396226415,0.2490566037735849,0.9150943396226415,0.43026774104849047
297,6_2_75_0,6,2,75,0,0.8679245283018868,0.3433962264150943,0.8301886792452831,0.5140225537760846
298,6_2_75_0,6,2,75,0,0.8679245283018868,0.3575471698113209,0.839622641509434,0.5153832565514952
299,6_2_75_0,6,2,75,0,0.9150943396226415,0.2707547169811321,0.8962264150943396,0.42154169783805573
