,id,cocowindow,cvWindow,netAngle,startCount,rfAccuracy,svmAccuracy
388,3_2_45_20,3,2,45,20,0.4952830188679242,0.6351826784456319
389,3_2_45_20,3,2,45,20,0.3942147613762487,0.4235048158679818
390,3_4_75_0,3,4,75,0,0.4528039832285116,0.5986367017649782
391,3_4_75_0,3,4,75,0,0.5084905660377358,0.5680187710312024
392,3_4_75_0,3,4,75,0,0.3975840040462683,0.4600699806772882
393,3_6_75_30,3,6,75,30,0.4635238095238096,0.5955381981894002
394,3_6_75_30,3,6,75,30,0.5216981132075473,0.5497259176038358
395,3_6_75_30,3,6,75,30,0.39135934819897084,0.44878500485320305
396,5_4_60_0,5,4,60,0,0.4537735849056604,0.5312813582348591
397,5_4_60_0,5,4,60,0,0.48679245283018857,0.5423942036149184
398,5_4_60_0,5,4,60,0,0.38630261248185793,0.48058048255791497
399,6_2_75_30,6,2,75,30,0.4857142857142857,0.6247763169576328
400,6_2_75_30,6,2,75,30,0.4349056603773585,0.569601120489103
401,6_2_75_30,6,2,75,30,0.3986315571221232,0.47786369426268394
402,2_4_30_0,2,4,30,0,0.46415094339622653,0.5405149288730572
403,2_4_30_0,2,4,30,0,0.508962264150943,0.5640200703493388
404,2_4_30_0,2,4,30,0,0.4480306670359994,0.48695124690387015
405,3_3_75_30,3,3,75,30,0.44380952380952393,0.5864010650949308
406,3_3_75_30,3,3,75,30,0.46981132075471693,0.5512628561980346
407,3_3_75_30,3,3,75,30,0.3759969982847342,0.44687521357053195
408,4_5_75_0,4,5,75,0,0.47672955974842757,0.5907323219680781
409,4_5_75_0,4,5,75,0,0.5094339622641507,0.5741305263094861
410,4_5_75_0,4,5,75,0,0.42954851752021583,0.4664994719593286
411,6_4_45_20,6,4,45,20,0.46571428571428575,0.5586159679218923
412,6_4_45_20,6,4,45,20,0.46603773584905667,0.5866620788456041
413,6_4_45_20,6,4,45,20,0.40065513626834404,0.4745579050716414
414,5_3_75_30,5,3,75,30,0.42857142857142866,0.6547012237469938
415,5_3_75_30,5,3,75,30,0.4790094339622642,0.5552465863588117
416,5_3_75_30,5,3,75,30,0.4005323450134771,0.4452194980224137
417,6_5_60_20,6,5,60,20,0.471809523809524,0.5705721841824992
418,6_5_60_20,6,5,60,20,0.5014150943396226,0.5603236384060575
419,6_5_60_20,6,5,60,20,0.3784718368479467,0.4387385083024823
420,2_3_60_10,2,3,60,10,0.4575471698113206,0.5438832526875649
421,2_3_60_10,2,3,60,10,0.5089622641509434,0.592593005546184
422,2_3_60_10,2,3,60,10,0.48017581475128646,0.5086699535746028
423,6_6_30_10,6,6,30,10,0.4650943396226416,0.5909532333903889
424,6_6_30_10,6,6,30,10,0.428301886792453,0.5939650748183487
425,6_6_30_10,6,6,30,10,0.389658088580791,0.4895947592225117
426,4_4_45_10,4,4,45,10,0.45849056603773586,0.6027705247769454
427,4_4_45_10,4,4,45,10,0.5320754716981131,0.5796068080435592
428,4_4_45_10,4,4,45,10,0.41610961365678356,0.4912025948147102
429,5_6_45_0,5,6,45,0,0.47079964061096125,0.5409305202983812
430,5_6_45_0,5,6,45,0,0.5141509433962261,0.5492645880266529
431,5_6_45_0,5,6,45,0,0.4514150943396228,0.48576594307710697
432,3_6_30_0,3,6,30,0,0.4550314465408804,0.524865347916448
433,3_6_30_0,3,6,30,0,0.5103773584905661,0.5528253991532499
434,3_6_30_0,3,6,30,0,0.4287826560232221,0.4593103019715223
435,4_4_45_20,4,4,45,20,0.45904761904761926,0.5550962764428597
436,4_4_45_20,4,4,45,20,0.4943396226415094,0.6193834843324331
437,4_4_45_20,4,4,45,20,0.39465763010574345,0.44630428252506343
438,6_3_60_20,6,3,60,20,0.42380952380952386,0.5828489842842001
439,6_3_60_20,6,3,60,20,0.4943396226415095,0.5858059628836642
440,6_3_60_20,6,3,60,20,0.3938034858928676,0.4512602018797149
441,2_6_75_20,2,6,75,20,0.4836141636141638,0.5458177415111521
442,2_6_75_20,2,6,75,20,0.5490566037735851,0.5761948589818161
443,2_6_75_20,2,6,75,20,0.4533599419448476,0.504738959143482
444,2_3_60_20,2,3,60,20,0.4641269841269841,0.6098293198548806
445,2_3_60_20,2,3,60,20,0.4849056603773585,0.586999523493562
446,2_3_60_20,2,3,60,20,0.4504788450543166,0.4711206155792688
447,5_3_60_10,5,3,60,10,0.4679245283018868,0.6287358186362654
448,5_3_60_10,5,3,60,10,0.48740566037735833,0.5752482516651002
449,5_3_60_10,5,3,60,10,0.3892795883361922,0.49873084615313695
450,4_5_30_0,4,5,30,0,0.4669811320754717,0.5115608291799807
451,4_5_30_0,4,5,30,0,0.5281916197010532,0.5657809167062202
452,4_5_30_0,4,5,30,0,0.4387418020381394,0.5025236949562756
453,3_6_75_10,3,6,75,10,0.47926672384219565,0.5733204437136826
454,3_6_75_10,3,6,75,10,0.4726415094339622,0.5781487516679523
455,3_6_75_10,3,6,75,10,0.4951145552560647,0.5299342555785564
456,2_6_30_10,2,6,30,10,0.4543126684636118,0.5308141655218646
457,2_6_30_10,2,6,30,10,0.5226415094339624,0.5751299758963598
458,2_6_30_10,2,6,30,10,0.5217454253109081,0.5205535785079931
459,4_6_75_30,4,6,75,30,0.43952380952380965,0.578549225976346
460,4_6_75_30,4,6,75,30,0.48985849056603764,0.5797449648447682
461,4_6_75_30,4,6,75,30,0.41552315608919405,0.45035472990929776
462,4_3_30_10,4,3,30,10,0.467924528301887,0.5975501776269152
463,4_3_30_10,4,3,30,10,0.4773584905660377,0.6106243387192085
464,4_3_30_10,4,3,30,10,0.42263436249285324,0.4813810058168192
465,3_5_60_30,3,5,60,30,0.43809523809523815,0.5542393924006194
466,3_5_60_30,3,5,60,30,0.5148023360287509,0.5570651484641598
467,3_5_60_30,3,5,60,30,0.4307764876632802,0.46275291751626235
468,5_4_75_0,5,4,75,0,0.4518867924528303,0.5898275309799481
469,5_4_75_0,5,4,75,0,0.48301886792452825,0.5424034731398317
470,5_4_75_0,5,4,75,0,0.4210595065312048,0.4697035097431607
471,6_6_75_10,6,6,75,10,0.46924528301886803,0.5804893730306333
472,6_6_75_10,6,6,75,10,0.4367924528301888,0.5645477953621341
473,6_6_75_10,6,6,75,10,0.4116037735849056,0.5277057786514513
474,3_4_45_30,3,4,45,30,0.48173909423909456,0.5970731731529925
475,3_4_45_30,3,4,45,30,0.4621293800539083,0.5834638009072781
476,3_4_45_30,3,4,45,30,0.36334231805929923,0.43783160948291255
477,2_4_30_20,2,4,30,20,0.42836371471665574,0.5814860848059
478,2_4_30_20,2,4,30,20,0.519245283018868,0.5660694526208236
479,2_4_30_20,2,4,30,20,0.4380013477088949,0.44068346661593494
480,3_4_60_0,3,4,60,0,0.4415094339622643,0.5853437078675572
481,3_4_60_0,3,4,60,0,0.5764150943396227,0.5501427091798367
482,3_4_60_0,3,4,60,0,0.41336549133441497,0.4673387385911347
483,5_4_75_30,5,4,75,30,0.45428571428571457,0.6383972221842364
484,5_4_75_30,5,4,75,30,0.4760220125786164,0.5556897292993772
485,5_4_75_30,5,4,75,30,0.3388207547169812,0.4439038424123448
486,6_4_30_30,6,4,30,30,0.4276190476190476,0.5469789727012391
487,6_4_30_30,6,4,30,30,0.4777358490566037,0.5767413391606723
488,6_4_30_30,6,4,30,30,0.3654495005549392,0.4080994927911332
489,2_5_60_20,2,5,60,20,0.472126984126984,0.5860911782794256
490,2_5_60_20,2,5,60,20,0.5449685534591194,0.5955315533410012
491,2_5_60_20,2,5,60,20,0.45048854447439357,0.46893860131839177
492,6_6_30_0,6,6,30,0,0.440880503144654,0.5019984555884544
493,6_6_30_0,6,6,30,0,0.5205370101596515,0.5496557756643815
494,6_6_30_0,6,6,30,0,0.44039451114922806,0.4667948080806137
495,3_2_60_10,3,2,60,10,0.4688679245283021,0.5945299773844229
496,3_2_60_10,3,2,60,10,0.5373584905660378,0.6225797791539618
497,3_2_60_10,3,2,60,10,0.4262971698113208,0.48952998685346744
498,4_5_75_20,4,5,75,20,0.4654603174603175,0.5917934627489024
499,4_5_75_20,4,5,75,20,0.5108490566037736,0.599412520649955
500,4_5_75_20,4,5,75,20,0.3938005390835581,0.4800822251560374
501,5_6_45_10,5,6,45,10,0.47311320754716985,0.6033072706999012
502,5_6_45_10,5,6,45,10,0.4518867924528303,0.5985789860801917
503,5_6_45_10,5,6,45,10,0.40792452830188697,0.4898087978813943
504,6_6_30_20,6,6,30,20,0.501904761904762,0.5360777474730134
505,6_6_30_20,6,6,30,20,0.5105345911949686,0.5431452629241726
506,6_6_30_20,6,6,30,20,0.36639712488769094,0.4747466048968749
507,5_5_75_10,5,5,75,10,0.4679245283018867,0.5896059859998847
508,5_5_75_10,5,5,75,10,0.4773584905660376,0.5563430839003032
509,5_5_75_10,5,5,75,10,0.45320754716981126,0.522945343385278
510,5_4_30_30,5,4,30,30,0.41619047619047644,0.5599519051567554
511,5_4_30_30,5,4,30,30,0.4801886792452829,0.5771316183246329
512,5_4_30_30,5,4,30,30,0.4160377358490567,0.40710824353236025
513,2_3_45_10,2,3,45,10,0.4764150943396225,0.522769725799037
514,2_3_45_10,2,3,45,10,0.5429245283018866,0.5824224521217763
515,2_3_45_10,2,3,45,10,0.43448909580985046,0.5175843150726185
516,4_5_30_10,4,5,30,10,0.45613207547169815,0.5769541548119429
517,4_5_30_10,4,5,30,10,0.4924528301886791,0.6078503872855896
518,4_5_30_10,4,5,30,10,0.4091727140783747,0.48303654083779624
519,5_4_45_10,5,4,45,10,0.4726415094339623,0.6147035173557325
520,5_4_45_10,5,4,45,10,0.49351415094339623,0.5887405963673452
521,5_4_45_10,5,4,45,10,0.384912917271408,0.4951084272789541
522,6_4_45_30,6,4,45,30,0.47047619047619055,0.5808587481952384
523,6_4_45_30,6,4,45,30,0.48649595687331537,0.5527181895053731
524,6_4_45_30,6,4,45,30,0.34756289308176097,0.420521694096895
525,3_2_45_10,3,2,45,10,0.44660377358490577,0.591776107684149
526,3_2_45_10,3,2,45,10,0.5493867924528302,0.5963072682415272
527,3_2_45_10,3,2,45,10,0.42028301886792435,0.4940742149284544
528,2_4_75_30,2,4,75,30,0.4590476190476191,0.5883287120198903
529,2_4_75_30,2,4,75,30,0.5209905660377356,0.5869144471443556
530,2_4_75_30,2,4,75,30,0.43463676722833233,0.4766503719820202
531,5_3_75_0,5,3,75,0,0.45801886792452834,0.5892701856257851
532,5_3_75_0,5,3,75,0,0.5047169811320755,0.5375664234901857
533,5_3_75_0,5,3,75,0,0.37157005037138235,0.46837004531338355
534,4_2_30_20,4,2,30,20,0.4628571428571429,0.5901735685455449
535,4_2_30_20,4,2,30,20,0.45283018867924507,0.6006118143470623
536,4_2_30_20,4,2,30,20,0.42000000000000015,0.46395171574372257
537,2_4_60_0,2,4,60,0,0.43301886792452826,0.5474675311918625
538,2_4_60_0,2,4,60,0,0.5371967654986521,0.5673250583716404
539,2_4_60_0,2,4,60,0,0.44113510241146214,0.4726350022252307
540,5_2_45_10,5,2,45,10,0.4528301886792454,0.6183690216748595
541,5_2_45_10,5,2,45,10,0.49716981132075466,0.5979305567639018
542,5_2_45_10,5,2,45,10,0.39571480406386095,0.5079952454261457
543,6_4_75_20,6,4,75,20,0.43841269841269853,0.5667298897405763
544,6_4_75_20,6,4,75,20,0.5433962264150944,0.5701750425981614
545,6_4_75_20,6,4,75,20,0.38169566282773854,0.46362739775794065
546,2_6_30_20,2,6,30,20,0.44042232277526366,0.5758367783477553
547,2_6_30_20,2,6,30,20,0.5212626995645862,0.5590938515253971
548,2_6_30_20,2,6,30,20,0.4380485175202157,0.4547504905722996
549,6_2_60_20,6,2,60,20,0.4380952380952382,0.5800684705265245
550,6_2_60_20,6,2,60,20,0.46509433962264135,0.5847021074555764
551,6_2_60_20,6,2,60,20,0.39431187569367354,0.4686797547060328
552,4_5_60_30,4,5,60,30,0.476904761904762,0.5811922475802721
553,4_5_60_30,4,5,60,30,0.48900943396226404,0.5458341159132463
554,4_5_60_30,4,5,60,30,0.38867924528301895,0.4213900892684149
555,5_6_60_30,5,6,60,30,0.4714285714285714,0.591678364123922
556,5_6_60_30,5,6,60,30,0.4582547169811321,0.534974799612177
557,5_6_60_30,5,6,60,30,0.3721698113207547,0.45392899282037447
558,5_2_30_20,5,2,30,20,0.442857142857143,0.5495732834168545
559,5_2_30_20,5,2,30,20,0.4858490566037733,0.5987016010967576
560,5_2_30_20,5,2,30,20,0.4386792452830189,0.47732245298093307
561,4_6_60_30,4,6,60,30,0.479047619047619,0.5883953755242368
562,4_6_60_30,4,6,60,30,0.4921226415094338,0.5370861017351498
563,4_6_60_30,4,6,60,30,0.4066037735849057,0.42548700926852195
564,2_3_60_0,2,3,60,0,0.4254716981132075,0.5453810626758591
565,2_3_60_0,2,3,60,0,0.5324797843665766,0.5691550321307829
566,2_3_60_0,2,3,60,0,0.4589622641509433,0.4720227908344918
567,2_5_45_0,2,5,45,0,0.46698113207547176,0.5455311364334114
568,2_5_45_0,2,5,45,0,0.5254716981132072,0.5497233359908668
569,2_5_45_0,2,5,45,0,0.4567066895368781,0.4863670256937695
570,6_2_60_0,6,2,60,0,0.48113207547169823,0.5286686790501385
571,6_2_60_0,6,2,60,0,0.4849056603773583,0.5553521651022587
572,6_2_60_0,6,2,60,0,0.4063941299790357,0.4596836733835794
573,4_6_75_10,4,6,75,10,0.49227762803234526,0.608059562510485
574,4_6_75_10,4,6,75,10,0.4445673389720235,0.5772857191656842
575,4_6_75_10,4,6,75,10,0.4452040152430524,0.5284900146366076
576,5_2_45_0,5,2,45,0,0.5177672955974844,0.5522453913427634
577,5_2_45_0,5,2,45,0,0.518867924528302,0.5733962455576026
578,5_2_45_0,5,2,45,0,0.4258913706992232,0.497122745501232
579,6_2_45_0,6,2,45,0,0.4698113207547171,0.5365729260227508
580,6_2_45_0,6,2,45,0,0.4886792452830185,0.5691459805439055
581,6_2_45_0,6,2,45,0,0.40655660377358493,0.48341747932714446
582,4_4_30_20,4,4,30,20,0.4542857142857143,0.5690147975580051
583,4_4_30_20,4,4,30,20,0.49622641509433935,0.599073525127068
584,4_4_30_20,4,4,30,20,0.41540655884995514,0.4513288415326345
585,6_5_45_0,6,5,45,0,0.4632075471698114,0.5150907316686899
586,6_5_45_0,6,5,45,0,0.4839622641509431,0.5495465290304372
587,6_5_45_0,6,5,45,0,0.46054888507718705,0.4682538847879741
588,3_3_45_20,3,3,45,20,0.43428571428571444,0.5475413890340926
589,3_3_45_20,3,3,45,20,0.5338274932614555,0.6298113948310915
590,3_3_45_20,3,3,45,20,0.4233739049470111,0.4249456562719056
591,4_3_60_10,4,3,60,10,0.46066763425254004,0.6159214132264789
592,4_3_60_10,4,3,60,10,0.5155503144654087,0.5964735225079131
593,4_3_60_10,4,3,60,10,0.397591480846198,0.49053010754950843
594,6_2_30_30,6,2,30,30,0.46571428571428564,0.5453558439488199
595,6_2_30_30,6,2,30,30,0.4311320754716981,0.5555760704032335
596,6_2_30_30,6,2,30,30,0.3695754716981132,0.4322078266312006
597,3_3_30_20,3,3,30,20,0.4504761904761906,0.5714924449476052
598,3_3_30_20,3,3,30,20,0.5017520215633425,0.5939659764424644
599,3_3_30_20,3,3,30,20,0.4327899938525562,0.4210746544802659
600,4_2_30_0,4,2,30,0,0.4710242587601079,0.5371201622171484
601,4_2_30_0,4,2,30,0,0.526698113207547,0.5665795792191954
602,4_2_30_0,4,2,30,0,0.39759679000245024,0.5102010510449726
603,6_3_30_10,6,3,30,10,0.45660377358490567,0.6064350949093433
604,6_3_30_10,6,3,30,10,0.490251572327044,0.5927419746943375
605,6_3_30_10,6,3,30,10,0.3782644504342618,0.5074685044099992
606,4_3_45_20,4,3,45,20,0.43904761904761913,0.5615368053580978
607,4_3_45_20,4,3,45,20,0.4556603773584905,0.6237702779500507
608,4_3_45_20,4,3,45,20,0.4091475741239893,0.43852544358905216
609,2_3_75_10,2,3,75,10,0.4471698113207548,0.5475715996530642
610,2_3_75_10,2,3,75,10,0.5216981132075473,0.5983414276997534
611,2_3_75_10,2,3,75,10,0.4883318394614323,0.5176309532705533
612,3_5_45_20,3,5,45,20,0.41752380952380963,0.5434172769509691
613,3_5_45_20,3,5,45,20,0.5396226415094338,0.6272419076453192
614,3_5_45_20,3,5,45,20,0.4104345561461922,0.43005215772451394
615,3_2_75_0,3,2,75,0,0.4603773584905662,0.5933356835650173
616,3_2_75_0,3,2,75,0,0.45660377358490556,0.5828575872807246
617,3_2_75_0,3,2,75,0,0.4009025293056925,0.45751732191251526
618,2_5_75_10,2,5,75,10,0.4646226415094339,0.5435233600435826
619,2_5_75_10,2,5,75,10,0.49484276729559756,0.5855451790678505
620,2_5_75_10,2,5,75,10,0.496509433962264,0.49695651409374125
621,3_2_30_20,3,2,30,20,0.44476190476190514,0.5721614186469584
622,3_2_30_20,3,2,30,20,0.45283018867924535,0.6032037076024602
623,3_2_30_20,3,2,30,20,0.3944541778975744,0.43169024672370104
624,4_3_75_20,4,3,75,20,0.43174603174603177,0.5943127691822201
625,4_3_75_20,4,3,75,20,0.4867924528301885,0.5939170950304085
626,4_3_75_20,4,3,75,20,0.38797169811320775,0.47259565370435075
627,5_5_30_30,5,5,30,30,0.421904761904762,0.5499962575017422
628,5_5_30_30,5,5,30,30,0.4541404612159328,0.5766474857152453
629,5_5_30_30,5,5,30,30,0.3787735849056605,0.40313943556406384
630,3_5_60_20,3,5,60,20,0.4519632414369262,0.5597329284988419
631,3_5_60_20,3,5,60,20,0.5320754716981131,0.6473228828202513
632,3_5_60_20,3,5,60,20,0.42498251276881877,0.4627432891150597
633,2_4_60_20,2,4,60,20,0.4616507936507937,0.5992718902492384
634,2_4_60_20,2,4,60,20,0.5419811320754716,0.5980388643246307
635,2_4_60_20,2,4,60,20,0.45611755104299234,0.47509353625201706
636,3_4_45_20,3,4,45,20,0.4333333333333334,0.5514376870496022
637,3_4_45_20,3,4,45,20,0.5017520215633422,0.6220503099726566
638,3_4_45_20,3,4,45,20,0.41153518507700976,0.4254182981347291
639,5_2_60_20,5,2,60,20,0.4323809523809524,0.5666758255011052
640,5_2_60_20,5,2,60,20,0.5358490566037736,0.5849435728673666
641,5_2_60_20,5,2,60,20,0.3974730458221024,0.4744591296463802
642,5_4_75_10,5,4,75,10,0.4735849056603773,0.601794581580741
643,5_4_75_10,5,4,75,10,0.48050314465408794,0.5627840644282577
644,5_4_75_10,5,4,75,10,0.43757861635220113,0.5263535636585387
645,6_4_75_10,6,4,75,10,0.4811320754716982,0.5866373431050471
646,6_4_75_10,6,4,75,10,0.4771226415094339,0.5811862203826864
647,6_4_75_10,6,4,75,10,0.4128694758808158,0.5279184234909261
648,4_5_30_20,4,5,30,20,0.47452380952380946,0.5590265773005623
649,4_5_30_20,4,5,30,20,0.4990566037735845,0.5874111986178459
650,4_5_30_20,4,5,30,20,0.4151801029159521,0.45676044605158694
651,3_4_60_10,3,4,60,10,0.4867924528301886,0.5865663678423028
652,3_4_60_10,3,4,60,10,0.4777358490566037,0.5976191967774872
653,3_4_60_10,3,4,60,10,0.44331951719812196,0.5206170806505629
654,2_2_60_30,2,2,60,30,0.4447619047619046,0.573632972059994
655,2_2_60_30,2,2,60,30,0.4518867924528303,0.5424981698767282
656,2_2_60_30,2,2,60,30,0.3834355345911951,0.46453297744233746
657,6_5_75_20,6,5,75,20,0.4797460317460318,0.5523803760888168
658,6_5_75_20,6,5,75,20,0.5254716981132075,0.5635229228697872
659,6_5_75_20,6,5,75,20,0.3575640161725068,0.4549943298619451
660,4_6_30_10,4,6,30,10,0.45141509433962274,0.5676690361877543
661,4_6_30_10,4,6,30,10,0.48962264150943396,0.6095537623869042
662,4_6_30_10,4,6,30,10,0.41965671735975274,0.4803126414848168
663,4_2_60_0,4,2,60,0,0.480188679245283,0.5719197284784971
664,4_2_60_0,4,2,60,0,0.5103773584905659,0.557276962629112
665,4_2_60_0,4,2,60,0,0.4437590711175617,0.4899367282099091
666,3_5_60_10,3,5,60,10,0.48113207547169784,0.5740952656120546
667,3_5_60_10,3,5,60,10,0.4871698113207546,0.5859662430816752
668,3_5_60_10,3,5,60,10,0.46826519916142545,0.5265338536213279
669,2_2_45_20,2,2,45,20,0.42095238095238113,0.5954980604310508
670,2_2_45_20,2,2,45,20,0.4698113207547168,0.6068991491043638
671,2_2_45_20,2,2,45,20,0.407850758972904,0.4440768438327935
672,3_5_75_10,3,5,75,10,0.4855917667238422,0.575946323569765
673,3_5_75_10,3,5,75,10,0.4933962264150944,0.5853451896419466
674,3_5_75_10,3,5,75,10,0.5255390835579513,0.5300650110838835
675,4_2_60_10,4,2,60,10,0.4603773584905661,0.5928254684513171
676,4_2_60_10,4,2,60,10,0.526320754716981,0.6180487245396622
677,4_2_60_10,4,2,60,10,0.4011578044596914,0.47274747526660865
678,3_5_45_10,3,5,45,10,0.4739622641509434,0.5845719912854846
679,3_5_45_10,3,5,45,10,0.5128930817610062,0.5950551757540169
680,3_5_45_10,3,5,45,10,0.47317610062893095,0.5350339429709697
681,5_5_45_0,5,5,45,0,0.4709512578616353,0.5452088622181166
682,5_5_45_0,5,5,45,0,0.4933962264150941,0.5575969235139978
683,5_5_45_0,5,5,45,0,0.4418935309973047,0.4887558687718224
684,3_2_45_30,3,2,45,30,0.4571428571428573,0.609038798314794
685,3_2_45_30,3,2,45,30,0.4263746630727763,0.5767097617628024
686,3_2_45_30,3,2,45,30,0.32547169811320753,0.4306513974202864
687,4_4_75_30,4,4,75,30,0.44666666666666677,0.599269109128951
688,4_4_75_30,4,4,75,30,0.5429245283018869,0.5826320187729852
689,4_4_75_30,4,4,75,30,0.41873315363881436,0.4547909834312842
690,5_6_30_0,5,6,30,0,0.4367924528301886,0.501564530033716
691,5_6_30_0,5,6,30,0,0.5169811320754715,0.5580789268661039
692,5_6_30_0,5,6,30,0,0.4591630382196421,0.4902278329400564
693,6_6_45_20,6,6,45,20,0.5085714285714288,0.5472940408519247
694,6_6_45_20,6,6,45,20,0.4807586477987422,0.5608358365866527
695,6_6_45_20,6,6,45,20,0.345905902273827,0.4642262918963366
696,2_2_30_20,2,2,30,20,0.38952380952380966,0.5853697685511472
697,2_2_30_20,2,2,30,20,0.47924528301886804,0.5896277117391948
698,2_2_30_20,2,2,30,20,0.4430889487870621,0.4267560918926127
699,6_5_60_10,6,5,60,10,0.4899764150943397,0.6116855178013169
700,6_5_60_10,6,5,60,10,0.4526157804459691,0.5569237580952897
701,6_5_60_10,6,5,60,10,0.3584056603773586,0.4880543566782569
702,4_3_30_30,4,3,30,30,0.43142857142857133,0.5892237735301941
703,4_3_30_30,4,3,30,30,0.4877358490566038,0.5661099672782075
704,4_3_30_30,4,3,30,30,0.34307127882599586,0.4010555618463245
705,6_2_30_0,6,2,30,0,0.47625786163522005,0.5239463894565648
706,6_2_30_0,6,2,30,0,0.4929245283018867,0.5604768969170751
707,6_2_30_0,6,2,30,0,0.39292452830188684,0.4979570028068322
708,2_4_45_10,2,4,45,10,0.4483827493261455,0.5360544471909867
709,2_4_45_10,2,4,45,10,0.5462264150943394,0.5826884789936562
710,2_4_45_10,2,4,45,10,0.46993798654176017,0.5203952712142913
711,2_6_75_10,2,6,75,10,0.4613207547169812,0.547381239533777
712,2_6_75_10,2,6,75,10,0.4773270440251572,0.5727243055952109
713,2_6_75_10,2,6,75,10,0.5081005079825834,0.49294438541088803
714,6_4_60_0,6,4,60,0,0.4820754716981132,0.5072153816701074
715,6_4_60_0,6,4,60,0,0.4830188679245281,0.5417140295336016
716,6_4_60_0,6,4,60,0,0.38079100145137895,0.4464152389979561
717,2_6_60_30,2,6,60,30,0.47523809523809557,0.5590237115002787
718,2_6_60_30,2,6,60,30,0.5204851752021562,0.5601004267265525
719,2_6_60_30,2,6,60,30,0.4345660000376982,0.47307484105935743
720,2_5_45_10,2,5,45,10,0.45781671159029647,0.5380325775946122
721,2_5_45_10,2,5,45,10,0.55188679245283,0.5772496098498652
722,2_5_45_10,2,5,45,10,0.5136792452830189,0.5216378870066755
723,6_6_60_30,6,6,60,30,0.498095238095238,0.5833395215554049
724,6_6_60_30,6,6,60,30,0.45424528301886796,0.5526202062403651
725,6_6_60_30,6,6,60,30,0.40002450379808885,0.4445490772595121
726,5_6_30_10,5,6,30,10,0.4716981132075473,0.5953411160791109
727,5_6_30_10,5,6,30,10,0.48089622641509444,0.6023562527963262
728,5_6_30_10,5,6,30,10,0.38773584905660385,0.4758004093553043
729,2_2_75_10,2,2,75,10,0.4056603773584907,0.550966190551593
730,2_2_75_10,2,2,75,10,0.5283018867924527,0.5930412204983393
731,2_2_75_10,2,2,75,10,0.44327164973391386,0.49154301135739203
732,5_4_60_20,5,4,60,20,0.40761904761904766,0.5635223941885011
733,5_4_60_20,5,4,60,20,0.5103773584905659,0.5613835095808739
734,5_4_60_20,5,4,60,20,0.378919069277005,0.44140423728840644
735,6_5_45_30,6,5,45,30,0.48071428571428565,0.5672208165374574
736,6_5_45_30,6,5,45,30,0.4726415094339621,0.5463966613995397
737,6_5_45_30,6,5,45,30,0.38945846606223977,0.42045131345271247
738,5_3_75_10,5,3,75,10,0.46509433962264146,0.5921292361697406
739,5_3_75_10,5,3,75,10,0.4799528301886791,0.5758964971500581
740,5_3_75_10,5,3,75,10,0.43056603773584895,0.5261531536968782
741,6_5_30_30,6,5,30,30,0.44952380952380977,0.5388931177702956
742,6_5_30_30,6,5,30,30,0.4811320754716979,0.5648580500273582
743,6_5_30_30,6,5,30,30,0.38413072776280344,0.40548407113438395
744,6_3_45_20,6,3,45,20,0.41904761904761917,0.5692100436422367
745,6_3_45_20,6,3,45,20,0.4764150943396225,0.5995813125924393
746,6_3_45_20,6,3,45,20,0.39412997903563957,0.47550793274269865
747,4_4_60_10,4,4,60,10,0.4641509433962263,0.6101050903770567
748,4_4_60_10,4,4,60,10,0.5105974842767295,0.5816775531038643
749,4_4_60_10,4,4,60,10,0.39512129380053906,0.4976573084600777
750,2_4_75_0,2,4,75,0,0.460377358490566,0.5391519052532814
751,2_4_75_0,2,4,75,0,0.5216981132075471,0.5530537256225381
752,2_4_75_0,2,4,75,0,0.4351782919263497,0.49572585242456485
753,5_4_30_10,5,4,30,10,0.5028301886792453,0.6046332532380908
754,5_4_30_10,5,4,30,10,0.5007075471698114,0.6034463490556631
755,5_4_30_10,5,4,30,10,0.3625786163522013,0.48602974857278153
756,2_3_75_20,2,3,75,20,0.4536507936507936,0.5481889900619541
757,2_3_75_20,2,3,75,20,0.5216981132075472,0.5805139397323043
758,2_3_75_20,2,3,75,20,0.46086460709102206,0.5220553740158741
759,4_3_30_20,4,3,30,20,0.4657142857142859,0.5782335385966595
760,4_3_30_20,4,3,30,20,0.45377358490566017,0.5999882571216916
761,4_3_30_20,4,3,30,20,0.41756289308176103,0.4392753885508908
762,3_5_45_30,3,5,45,30,0.48087329337329376,0.5828874896695373
763,3_5_45_30,3,5,45,30,0.48665768194070064,0.5737634090745556
764,3_5_45_30,3,5,45,30,0.41372641509433955,0.4396420711452238
765,3_4_30_10,3,4,30,10,0.4603773584905661,0.5897231294484344
766,3_4_30_10,3,4,30,10,0.4716981132075471,0.5913685215676443
767,3_4_30_10,3,4,30,10,0.48269072122845713,0.49536533953495854
768,6_2_45_30,6,2,45,30,0.49428571428571405,0.5897660689901466
769,6_2_45_30,6,2,45,30,0.43706199460916445,0.5476771148225984
770,6_2_45_30,6,2,45,30,0.35509069364688745,0.43493446196436863
771,3_3_45_30,3,3,45,30,0.46095238095238106,0.5987898318638714
772,3_3_45_30,3,3,45,30,0.43571428571428567,0.5645832710896072
773,3_3_45_30,3,3,45,30,0.35410377358490563,0.43665657949157244
774,5_2_60_30,5,2,60,30,0.44666666666666677,0.5944192821675257
775,5_2_60_30,5,2,60,30,0.43081761006289326,0.5546477548530097
776,5_2_60_30,5,2,60,30,0.350653425375956,0.4321223463585294
